url_length,num_dots,num_hyphens,num_digits,num_subdomains,num_params,domain_age_days,has_ip,has_at_symbol,https,shortened,brand_in_subdomain,host_entropy,tld,is_phishing
53,1,0,3,0,1,733,0,0,1,0,0,2.762,net,0
59,1,0,0,1,1,1563,0,0,1,0,0,2.992,com,0
46,1,0,2,1,2,1071,0,0,1,0,0,2.793,fr,0
48,1,1,4,2,0,975,0,0,1,0,0,3.935,org,0
99,3,1,1,3,2,694,0,0,1,0,0,3.081,com,0
63,2,1,2,1,1,1215,0,0,1,0,0,3.369,net,0
80,1,0,2,1,1,1508,0,0,1,0,0,3.172,com,0
13,1,0,0,1,2,2723,0,0,1,0,0,3.227,fr,0
87,2,0,4,1,1,674,0,0,0,0,0,2.826,fr,0
57,3,1,3,0,0,2081,0,0,1,0,0,2.807,com,0
47,1,0,1,2,2,1528,0,0,1,0,0,2.838,org,0
60,1,3,2,0,1,121,0,0,0,1,0,4.202,com,1
45,2,0,1,0,0,1367,0,0,1,0,0,3.043,com,0
48,1,0,1,0,1,1831,0,0,1,0,0,2.163,com,0
50,5,0,1,2,0,1075,0,0,1,1,0,3.314,com,0
56,1,1,4,1,1,1690,0,0,0,0,0,2.484,com,0
29,1,1,1,4,0,497,1,0,1,0,0,3.347,com,0
39,2,1,1,3,1,801,0,0,1,0,0,3.151,org,0
31,1,1,1,1,0,904,0,0,1,0,0,2.655,gov,0
53,3,1,4,2,1,90,0,0,1,0,0,3.426,info,1
105,1,0,1,0,0,1198,0,0,1,0,0,3.214,com,0
57,1,1,1,0,0,571,0,0,0,0,0,3.305,com,0
42,1,0,1,0,0,252,0,0,1,0,0,2.887,com,0
18,3,1,0,0,1,1320,0,0,1,0,0,3.474,com,0
48,3,0,1,2,0,1362,0,0,1,0,0,3.203,fr,0
43,1,2,2,1,2,126,0,0,1,1,0,2.808,net,1
42,5,2,4,0,2,110,0,0,0,0,0,3.418,com,1
97,4,0,1,3,2,77,0,0,1,0,0,3.499,info,1
41,3,0,2,0,1,861,0,0,0,0,0,2.682,com,0
64,1,0,1,1,1,762,0,0,0,0,0,3.365,com,0
83,1,0,0,1,0,592,0,0,1,0,0,2.884,com,0
56,1,2,1,1,1,103,0,0,1,1,0,3.088,click,1
74,1,0,1,2,1,1107,0,0,1,0,0,3.901,org,0
81,1,0,1,3,2,1372,0,0,1,0,1,2.855,com,0
31,3,0,1,1,0,701,0,0,0,0,1,2.4,org,0
61,4,0,2,4,0,1880,0,0,1,0,0,2.921,com,0
55,6,0,0,0,0,1399,0,0,1,0,0,2.734,net,0
79,1,1,1,0,1,1816,0,0,1,0,0,1.717,fr,0
12,2,1,1,3,1,1847,0,0,0,0,0,3.222,com,0
60,2,1,2,1,0,1855,0,0,1,0,0,3.648,net,0
46,2,1,3,1,5,2084,0,0,1,0,0,3.144,fr,0
44,2,0,4,1,2,742,0,0,1,1,1,2.861,com,0
62,7,1,3,3,0,1396,0,0,1,0,1,2.593,com,0
37,2,0,2,2,1,1760,0,0,1,1,0,3.221,com,0
60,1,0,2,1,0,2008,0,0,1,0,0,3.424,gov,0
56,3,0,4,1,0,1280,0,0,1,0,0,3.227,com,0
43,4,0,1,2,2,525,0,0,1,0,0,3.303,com,0
45,3,0,0,1,1,745,0,0,1,1,0,2.598,com,0
20,4,4,4,3,2,48,0,0,0,0,1,3.781,com,1
26,3,0,3,1,1,2018,0,0,1,0,0,2.841,com,0
86,4,3,6,3,2,559,0,0,1,1,0,2.954,xyz,1
63,2,2,2,0,1,1009,0,0,1,0,0,3.532,edu,0
48,1,0,2,1,1,1447,0,0,1,0,0,3.274,org,0
27,1,0,4,0,0,1102,0,0,1,0,0,2.897,com,0
66,1,0,1,2,1,697,0,0,1,0,0,3.536,com,0
56,1,2,3,0,2,145,0,0,1,0,0,3.016,info,1
61,4,1,2,1,0,1138,1,0,0,0,0,2.993,net,0
90,1,2,2,1,0,1017,0,0,1,1,0,3.591,org,0
35,1,0,3,0,0,1159,0,0,1,0,0,2.921,com,0
97,2,2,7,3,2,135,0,0,1,1,0,3.572,info,1
94,5,0,5,2,0,53,0,0,1,1,0,3.116,xyz,1
61,1,1,5,1,0,1051,0,0,1,0,0,3.857,com,0
106,4,3,5,0,3,199,0,0,0,0,0,4.534,click,1
28,1,0,1,2,2,1457,0,0,1,0,0,2.832,com,0
52,1,2,2,1,0,1140,0,0,1,1,0,3.475,org,0
40,2,0,5,0,0,1332,0,0,1,0,0,2.63,com,0
61,2,1,2,0,0,1111,0,0,1,1,0,3.55,com,0
33,2,1,3,1,3,1388,0,0,1,0,0,2.793,net,0
21,2,0,3,1,2,1576,0,0,1,0,0,3.1,fr,0
58,1,0,0,2,0,1675,0,0,0,0,0,2.741,com,0
44,3,0,2,0,0,655,0,0,1,0,1,3.434,fr,0
43,4,0,3,1,0,702,0,0,1,1,0,3.346,com,0
60,2,0,3,5,1,1164,0,0,1,0,0,2.568,com,0
70,1,1,2,1,2,736,0,0,1,0,0,3.729,org,0
77,1,1,4,0,1,1065,0,0,1,1,0,3.02,com,0
82,1,1,1,1,2,626,0,0,1,0,0,3.225,edu,0
70,4,3,5,1,0,455,0,0,0,0,0,3.825,top,1
42,3,0,2,2,0,273,0,0,1,0,0,2.588,com,0
67,3,1,4,1,1,346,0,0,1,0,0,2.757,com,0
64,1,2,1,2,0,1026,0,0,1,0,0,3.081,net,0
43,3,1,2,0,0,1074,0,0,1,0,0,2.912,com,0
66,2,0,2,1,2,1005,0,0,1,0,1,3.505,org,0
92,3,2,5,0,1,487,0,1,0,0,0,3.637,xyz,1
45,2,0,5,0,1,755,0,0,1,0,0,2.878,fr,0
57,1,0,0,1,0,703,0,1,1,0,0,2.35,org,0
30,1,0,2,1,0,1368,0,0,1,0,0,2.326,com,0
73,1,1,1,0,4,1667,0,0,1,0,0,2.769,com,0
45,4,0,1,0,3,1247,0,0,1,0,0,3.317,edu,0
50,3,0,2,1,0,894,1,0,1,0,0,2.996,com,0
86,1,0,4,1,0,384,0,0,1,0,0,3.312,com,0
19,3,0,1,1,0,1664,0,0,0,0,0,3.211,com,0
70,1,0,2,1,1,943,0,0,1,0,0,2.952,com,0
46,3,0,0,0,1,811,0,0,1,0,0,3.721,edu,0
40,3,0,4,2,1,860,0,0,0,0,0,2.987,net,0
74,1,3,4,3,1,708,0,0,0,0,1,4.419,com,1
37,1,1,1,1,0,1544,0,0,1,1,0,3.138,com,0
59,1,0,2,1,1,1354,0,0,1,0,0,2.882,org,0
33,5,0,2,0,2,2954,0,0,1,0,0,3.086,com,0
71,2,1,3,2,1,866,0,0,1,0,0,3.445,org,0
48,3,0,0,1,0,1969,0,0,1,0,0,2.498,org,0
62,4,0,2,1,2,2246,0,0,1,0,0,2.147,com,0
77,2,0,5,1,2,105,0,0,1,0,0,3.916,top,1
50,3,1,0,4,1,254,0,0,1,1,1,3.473,net,1
14,3,0,1,1,2,733,0,0,1,0,0,3.752,com,0
31,3,0,0,2,1,1422,0,0,1,0,0,3.154,org,0
66,1,0,1,3,3,499,0,0,1,0,1,2.873,net,0
86,1,0,2,0,0,529,0,1,1,0,0,3.144,com,0
78,5,2,5,2,3,158,0,0,0,1,0,3.864,xyz,1
56,2,0,0,2,1,337,0,0,1,0,0,3.237,fr,0
84,1,1,4,2,1,210,0,0,1,0,1,3.883,tk,1
23,2,1,0,0,1,499,0,0,1,0,0,3.336,com,0
63,6,0,0,0,2,776,0,0,1,0,0,2.844,com,0
60,1,0,3,3,1,796,0,0,1,0,0,3.498,com,0
64,1,0,0,2,0,675,0,0,0,0,0,3.241,com,0
34,1,1,0,1,1,1391,0,0,1,0,0,2.645,com,0
89,3,3,1,3,1,161,0,0,1,0,1,3.77,xyz,1
33,1,1,6,0,2,2464,0,0,1,0,0,2.436,com,0
91,7,1,2,1,1,1608,0,0,1,0,0,3.029,com,0
52,1,0,2,0,1,805,0,0,1,0,0,3.886,com,0
32,3,2,1,2,1,568,0,0,1,0,0,3.642,com,0
31,4,1,6,1,4,23,0,0,0,1,0,3.119,tk,1
59,1,0,3,1,1,15,0,0,0,0,0,4.197,xyz,1
59,2,0,3,0,1,1332,0,0,1,0,1,2.975,com,0
70,1,0,1,0,1,1176,0,0,1,0,0,3.202,com,0
74,2,1,0,2,2,901,0,0,1,1,0,3.65,org,0
30,1,0,3,3,1,1124,0,0,1,0,0,3.213,net,0
79,1,1,2,1,1,1301,0,0,1,0,0,3.088,org,0
51,1,2,2,4,5,274,0,1,1,0,0,3.369,com,1
48,3,1,1,0,0,1028,0,0,1,0,0,2.616,com,0
35,4,2,3,2,2,653,0,0,1,0,1,2.158,com,0
40,1,0,1,2,0,1181,0,0,1,0,0,2.795,org,0
61,1,0,4,1,2,1527,0,0,1,0,0,2.851,com,0
58,1,2,0,0,2,1488,0,0,1,0,0,3.27,com,0
32,2,1,2,1,0,2144,0,0,1,0,0,3.179,com,0
38,4,0,3,1,0,1108,0,0,1,0,0,2.689,com,0
31,3,0,3,2,0,672,0,0,1,0,0,3.025,org,0
28,1,0,2,0,3,708,0,0,1,1,0,2.8,com,0
27,1,2,2,3,2,4043,0,0,1,0,0,1.836,com,0
41,1,0,2,2,1,728,0,0,1,0,0,3.106,com,0
50,3,1,2,1,1,773,0,0,1,1,0,2.826,gov,0
109,1,1,3,3,3,135,0,0,0,0,0,4.891,top,1
62,6,3,0,2,2,1337,0,0,1,0,1,3.414,org,0
33,5,0,1,1,0,888,0,0,1,0,0,2.948,net,0
59,1,0,1,2,1,584,0,0,1,0,0,3.327,gov,0
71,8,0,3,0,0,331,0,0,1,0,1,3.088,xyz,1
68,4,0,7,1,3,506,0,0,1,0,1,3.431,tk,1
96,1,1,2,0,0,2386,0,0,1,0,0,2.915,com,0
61,2,1,1,1,1,778,0,0,1,0,0,3.586,fr,0
66,1,0,2,0,0,1933,0,0,1,0,0,3.171,com,0
51,2,2,6,7,0,73,0,0,0,0,0,3.128,com,1
59,2,1,1,2,0,595,0,0,1,0,1,3.117,fr,0
30,1,4,0,1,0,2566,0,0,1,0,0,3.009,com,0
76,2,2,3,0,0,572,0,0,1,0,0,2.713,org,0
110,2,2,3,0,2,1391,0,0,1,0,0,2.602,fr,0
24,4,1,3,1,1,534,0,0,1,0,0,3.098,com,0
52,1,1,4,1,0,1890,0,0,1,0,0,2.654,net,0
68,3,0,2,1,1,636,0,0,1,0,0,2.93,com,0
103,2,0,6,1,1,134,0,0,0,0,0,3.573,xyz,1
30,5,1,1,2,0,2085,0,0,1,0,0,2.895,com,0
79,3,0,4,1,1,761,0,0,1,0,0,3.518,xyz,1
12,2,1,0,2,0,1461,0,0,1,1,0,2.574,fr,0
48,2,0,1,1,1,1549,0,0,1,0,0,2.832,net,0
73,2,0,1,0,0,507,0,0,1,0,0,2.711,com,0
68,2,0,2,0,0,1967,0,0,1,0,0,3.62,com,0
54,3,1,2,2,0,933,0,0,1,0,0,3.204,com,0
84,4,5,4,1,1,290,0,0,1,0,1,2.871,info,1
97,2,0,1,2,1,1057,0,0,1,0,0,2.327,com,0
80,4,1,2,8,1,162,0,0,1,0,1,3.422,zip,1
49,2,1,0,0,0,1027,0,0,0,0,0,2.939,org,0
56,1,1,1,0,2,380,0,0,1,0,0,2.947,fr,0
73,1,3,9,1,1,29,0,0,1,0,1,2.049,com,1
37,1,1,3,0,0,1593,0,0,1,0,0,3.428,org,0
19,3,2,1,0,1,552,0,0,1,0,0,3.239,com,0
45,3,0,1,0,0,1504,0,0,1,0,0,3.122,net,0
42,1,0,0,1,0,2543,0,0,1,0,1,3.366,org,0
107,1,1,5,4,0,929,0,0,1,0,0,3.715,xyz,1
65,1,0,2,2,2,1318,0,0,1,0,0,3.175,com,0
58,3,1,2,0,2,1286,0,0,1,0,0,2.907,com,0
84,3,2,3,3,0,610,0,0,1,0,1,3.146,xyz,1
97,1,1,2,1,0,160,0,0,1,0,0,3.045,xyz,1
45,2,2,3,2,1,731,0,0,1,0,0,4.166,net,0
29,3,0,1,2,1,2510,0,0,1,0,0,2.841,org,0
66,4,2,3,1,3,405,0,1,0,0,1,4.325,net,1
44,1,2,0,2,1,760,1,0,1,0,0,3.389,com,0
81,3,2,3,2,1,117,0,1,1,0,1,4.064,com,1
53,4,1,4,1,0,1509,0,0,1,0,0,2.311,fr,0
83,2,0,3,3,0,209,0,0,0,0,0,4.244,info,1
45,4,1,0,0,0,2511,0,0,1,0,0,3.11,com,0
76,2,1,6,0,1,1336,0,0,1,0,1,3.597,com,0
82,2,2,5,0,0,118,0,1,0,0,0,4.273,tk,1
12,1,0,1,1,0,441,0,0,1,0,0,3.457,com,0
75,1,0,1,0,1,1672,0,0,1,1,0,3.875,com,0
78,1,0,1,0,4,738,0,0,1,0,0,2.9,org,0
78,1,2,3,2,2,1876,0,0,1,0,0,3.105,net,0
82,2,1,1,2,2,854,0,0,1,0,0,3.385,edu,0
31,2,0,2,0,1,312,0,0,0,1,1,2.458,com,0
12,1,0,5,1,1,1293,0,0,1,0,0,2.906,com,0
74,1,0,2,0,1,1808,0,0,1,0,0,3.513,net,0
91,2,1,7,1,3,342,0,0,1,1,0,3.439,net,1
31,2,0,0,0,1,1029,0,0,1,0,0,3.63,com,0
49,2,2,1,5,1,122,0,0,1,1,0,3.848,xyz,1
39,3,1,6,4,2,499,0,0,1,0,0,3.401,top,1
97,2,1,2,2,0,565,0,0,0,0,0,2.926,fr,0
39,1,0,3,3,1,570,0,0,1,0,0,3.136,com,0
80,3,1,1,1,2,606,0,0,1,0,0,3.211,fr,0
82,2,2,4,0,0,2843,0,0,1,0,0,3.025,com,0
69,1,2,1,0,0,1052,0,0,1,0,0,2.952,edu,0
67,1,0,2,1,1,1402,0,0,1,0,0,2.239,com,0
57,3,0,3,2,1,771,0,1,1,1,0,3.732,net,0
103,5,4,8,4,0,157,0,0,0,0,0,2.601,xyz,1
88,1,0,1,1,2,498,0,0,1,0,1,3.042,com,0
55,1,0,0,0,1,1136,0,0,0,0,0,3.011,net,0
75,1,0,2,3,1,751,1,0,1,0,0,3.14,net,0
47,1,0,1,2,0,1693,0,0,0,0,0,3.569,com,0
58,1,0,2,2,1,2319,0,0,1,0,0,2.833,org,0
53,1,0,4,2,0,646,0,0,1,0,0,3.405,com,0
73,3,1,2,2,2,465,0,0,1,0,0,2.925,com,0
47,1,0,2,0,0,891,0,0,0,0,1,2.801,org,0
41,1,1,0,2,1,470,0,0,1,0,0,2.77,fr,0
74,4,1,1,0,2,189,0,0,1,0,0,4.367,click,1
56,1,0,3,1,1,1260,0,0,1,0,0,3.049,org,0
95,1,0,3,3,1,787,1,0,1,0,0,2.997,org,0
63,1,0,4,1,0,1330,0,0,1,0,0,2.928,fr,0
59,4,0,1,0,2,1529,0,0,1,0,0,3.593,com,0
58,2,1,6,0,2,1526,0,0,1,0,0,2.747,net,0
86,1,1,1,1,1,569,0,0,1,0,0,3.264,com,0
63,2,0,1,1,1,988,0,0,1,0,0,2.945,gov,0
45,1,0,0,1,1,1831,0,0,1,0,0,2.861,org,0
51,1,2,1,1,0,1871,0,0,0,0,0,3.183,com,0
26,1,0,3,1,0,2127,0,0,1,0,0,1.961,com,0
62,1,1,1,4,2,957,0,0,1,0,0,3.531,fr,0
80,3,0,1,0,1,1461,0,0,1,0,1,3.274,com,0
15,1,0,0,0,1,749,0,0,1,0,0,2.431,fr,0
39,2,0,1,3,0,1751,0,0,1,1,0,3.271,com,0
60,2,0,2,1,0,1661,0,0,1,0,0,2.188,fr,0
70,2,0,1,0,0,1709,0,0,1,0,0,2.942,com,0
65,1,1,2,2,2,585,0,0,1,1,0,3.009,net,0
73,1,2,1,1,0,1081,0,0,1,0,1,2.423,com,0
57,2,1,6,1,0,3348,0,0,1,0,0,2.664,edu,0
65,8,1,4,2,1,112,0,0,0,0,0,4.18,tk,1
19,2,2,0,2,0,1350,0,0,1,0,0,3.171,fr,0
107,1,1,2,1,0,2398,0,0,1,0,0,2.556,org,0
12,1,0,0,1,1,1383,0,0,1,0,0,3.171,net,0
58,3,0,3,2,0,1146,0,0,1,0,0,2.945,com,0
64,1,0,2,1,0,1169,0,0,1,0,0,3.369,gov,0
100,3,2,10,1,1,90,1,0,0,1,0,3.89,top,1
79,2,0,0,2,2,966,0,0,1,0,0,3.714,com,0
58,4,2,2,1,0,1280,0,0,1,1,0,3.264,com,0
52,1,1,1,2,2,692,1,0,1,0,0,3.533,net,0
30,1,0,2,0,2,1681,0,0,1,0,0,2.587,org,0
22,4,0,2,0,2,1066,1,0,1,0,0,3.453,com,0
47,3,1,2,0,1,1210,0,0,1,0,0,2.136,fr,0
84,4,1,2,0,2,1352,0,0,1,0,1,3.535,org,0
87,1,0,1,1,0,399,0,0,1,0,0,2.708,com,0
55,1,1,1,1,0,853,0,0,1,0,0,3.503,edu,0
43,2,0,1,1,1,1568,0,0,1,0,0,2.314,com,0
38,3,0,2,0,1,444,0,0,1,0,1,2.654,net,0
31,5,1,1,1,2,1000,0,0,1,0,0,3.091,com,0
64,2,1,2,0,2,365,0,0,1,0,1,2.974,com,0
77,3,0,4,0,0,2569,0,0,1,0,0,2.677,com,0
34,3,1,1,3,1,141,0,0,0,0,0,2.975,xyz,1
59,3,0,2,5,0,2054,0,0,1,1,0,2.898,com,0
24,3,2,0,2,0,1277,0,0,1,0,0,2.486,com,0
31,1,0,0,1,0,1646,0,0,1,0,0,3.261,com,0
52,5,3,4,3,1,224,0,1,0,1,0,3.538,top,1
55,7,1,2,3,2,1335,0,0,1,0,0,3.611,com,0
35,1,0,0,0,0,1299,0,0,1,0,0,3.221,fr,0
36,2,1,1,1,1,920,0,0,1,0,0,3.411,org,0
29,2,1,2,1,2,1435,0,0,1,0,0,3.427,net,0
62,2,1,2,1,2,469,0,0,1,1,1,2.849,com,0
112,5,3,4,3,2,150,0,0,0,1,0,3.862,top,1
70,3,0,3,1,1,1700,0,0,1,0,0,3.466,com,0
81,2,1,2,3,1,442,0,0,1,0,1,2.778,tk,1
62,3,0,7,4,1,95,0,0,1,1,0,3.49,com,1
53,1,1,4,2,0,1867,0,0,1,0,0,3.424,com,0
67,3,0,0,0,1,1837,0,0,1,0,0,3.366,com,0
61,1,1,1,0,1,1720,0,0,1,0,0,2.824,com,0
49,5,3,2,3,2,126,0,1,1,1,1,3.648,xyz,1
50,1,0,1,1,1,2229,0,0,1,1,0,3.07,net,0
82,2,0,2,3,2,1243,0,0,1,0,0,2.472,com,0
47,1,0,1,0,0,1607,0,0,1,0,0,3.518,gov,0
71,2,1,2,1,3,750,0,0,1,0,0,2.094,org,0
44,1,3,2,0,2,1654,0,0,1,0,0,3.056,fr,0
44,2,1,0,1,1,1547,1,0,1,0,0,3.108,com,0
61,3,2,2,2,1,296,1,0,1,0,0,3.613,net,0
38,4,0,1,1,0,795,0,0,1,0,0,3.886,net,0
77,3,2,7,3,1,411,0,0,1,0,0,2.94,com,1
51,1,0,1,0,1,2700,0,0,1,0,0,2.078,com,0
51,1,1,1,0,1,1395,0,0,1,0,0,3.102,com,0
75,5,1,3,3,1,386,1,0,1,0,0,3.854,click,1
26,2,0,1,0,1,1443,0,0,1,0,0,2.614,org,0
31,1,2,6,1,2,393,0,0,0,0,0,3.351,tk,1
65,1,0,1,0,1,1187,0,0,1,0,1,3.07,org,0
17,5,0,2,1,0,2252,0,0,1,1,0,4.001,com,0
95,2,1,2,0,0,904,0,0,1,1,0,2.73,net,0
100,5,0,2,1,2,991,0,0,1,0,0,2.769,fr,0
76,4,5,2,1,1,358,0,0,0,0,0,3.466,info,1
42,2,2,5,3,2,278,0,0,0,0,0,3.438,top,1
12,6,1,2,2,1,494,0,1,1,0,0,3.28,fr,0
45,2,1,0,2,1,560,0,0,0,0,0,3.175,net,0
52,1,1,4,1,1,537,0,0,1,0,0,3.007,zip,1
18,3,0,1,2,0,1630,0,0,1,0,0,3.198,net,0
29,1,0,0,0,1,459,0,0,0,1,0,2.581,com,0
80,2,1,2,1,0,2275,0,0,1,0,0,3.209,fr,0
89,3,1,5,4,5,131,0,0,1,1,0,3.848,xyz,1
70,1,2,0,3,0,1011,0,0,0,0,0,2.376,net,0
67,3,0,2,1,1,982,0,0,1,0,0,2.098,fr,0
29,1,0,2,2,0,807,0,0,1,0,0,3.136,net,0
20,3,0,4,1,0,1144,0,0,1,0,0,3.059,com,0
59,1,0,3,0,0,1190,0,0,1,0,0,2.726,net,0
98,2,0,10,4,0,562,0,0,1,0,0,3.054,info,1
54,1,1,3,4,1,699,0,0,1,0,0,2.749,org,0
22,1,0,1,2,2,1509,0,0,1,0,0,2.538,net,0
52,4,1,1,2,0,1209,0,0,1,0,0,2.089,org,0
53,2,1,3,4,0,1165,0,0,1,0,0,2.966,com,0
102,3,0,4,2,5,258,0,0,1,0,0,4.002,click,1
64,3,0,1,0,1,2868,0,0,1,1,0,3.272,com,0
78,4,1,2,3,2,352,0,0,0,1,0,2.743,info,1
63,1,0,3,1,0,1398,0,0,1,0,0,3.406,fr,0
107,3,1,5,1,1,456,0,0,1,0,0,3.218,com,1
38,1,0,2,3,1,1007,0,0,1,0,0,2.599,com,0
64,4,0,0,1,1,1727,0,0,1,0,0,3.263,org,0
51,1,1,1,1,1,941,0,0,1,0,0,3.703,net,0
57,1,1,2,0,1,1469,0,0,1,0,1,3.466,org,0
59,1,1,4,2,2,222,0,0,0,1,0,3.017,top,1
69,1,1,2,1,3,1548,0,0,1,1,0,2.883,com,0
53,4,2,1,0,1,1429,0,0,1,0,0,3.247,com,0
52,3,2,4,0,0,482,0,0,1,0,0,2.832,org,0
93,2,2,8,2,1,88,0,0,1,1,1,2.986,top,1
58,5,1,2,0,3,429,0,0,1,0,0,2.966,com,0
12,3,1,0,1,1,1173,0,0,1,0,0,3.254,com,0
17,2,1,3,2,0,1828,0,0,1,0,0,2.866,fr,0
59,2,0,1,2,0,1150,0,0,1,0,0,3.053,com,0
66,3,2,1,0,1,1281,0,0,1,0,0,2.943,com,0
54,1,1,0,1,0,1754,0,1,1,0,0,3.116,com,0
56,4,2,2,1,0,248,0,0,1,0,1,4.891,tk,1
12,1,0,3,2,2,1258,0,1,1,0,0,1.956,net,0
60,1,1,8,1,5,58,0,0,1,0,1,3.712,top,1
76,2,1,0,2,2,1809,0,0,0,0,0,2.886,com,0
66,1,1,5,1,3,119,0,0,0,0,0,3.249,tk,1
97,5,1,6,2,0,213,0,0,1,0,0,2.898,click,1
67,5,1,2,1,1,641,0,0,0,1,0,3.067,com,0
18,1,0,4,5,1,904,0,0,1,0,0,2.606,com,0
52,3,1,2,1,0,847,0,0,0,1,0,2.612,fr,0
48,4,0,2,2,1,1178,0,0,1,1,0,3.63,com,0
42,1,1,1,0,0,1676,0,0,1,0,0,2.855,org,0
66,2,2,1,1,1,1146,0,0,1,1,0,2.754,com,0
17,2,1,0,2,2,887,0,0,1,0,0,2.637,org,0
28,2,0,2,0,2,935,0,0,1,0,0,3.531,fr,0
21,5,0,1,1,0,637,1,0,1,0,1,2.844,com,0
42,1,0,0,1,0,540,0,0,1,0,0,3.353,com,0
59,4,0,2,0,1,2964,0,0,1,0,0,3.921,org,0
48,3,0,1,2,1,2118,0,0,1,0,0,2.823,com,0
63,1,2,3,0,4,156,1,0,0,0,1,3.505,info,1
37,1,0,1,1,0,782,0,0,1,1,0,3.309,org,0
92,5,1,7,1,1,205,0,0,1,0,0,3.28,com,1
54,1,0,2,1,0,1104,0,0,1,0,0,3.559,org,0
15,1,2,1,2,3,134,0,0,1,0,1,3.313,info,1
84,5,2,7,1,1,357,0,0,1,0,0,3.503,com,1
35,1,0,0,1,2,837,0,0,1,0,0,2.694,fr,0
79,1,0,1,0,1,676,0,0,1,0,0,3.414,com,0
60,2,3,4,3,4,297,0,1,0,0,0,2.743,xyz,1
24,4,1,2,1,1,1212,0,0,1,0,0,1.893,edu,0
78,3,0,2,1,2,1048,0,0,1,0,0,3.557,gov,0
39,3,1,3,0,1,1709,0,0,0,0,0,2.963,net,0
68,1,1,7,1,4,870,0,0,1,0,0,2.336,fr,0
28,2,0,1,2,0,126,0,0,1,0,0,2.194,fr,0
31,4,0,0,4,1,391,0,0,1,0,0,2.757,com,0
52,1,1,1,0,0,1464,0,0,0,0,0,3.225,fr,0
43,1,2,0,1,0,823,0,0,1,0,0,2.43,org,0
40,2,2,0,0,2,1001,0,0,1,0,1,3.135,com,0
41,1,0,0,2,5,1946,0,0,1,0,0,3.434,com,0
74,6,1,3,2,2,320,1,0,1,0,1,3.843,zip,1
60,1,0,2,1,1,403,0,0,0,0,0,3.21,com,0
94,2,0,6,0,1,545,0,0,0,0,0,2.374,xyz,1
45,1,3,4,1,2,428,1,0,0,0,0,3.831,tk,1
32,2,0,0,2,0,804,0,0,1,0,0,2.99,com,0
45,1,0,1,1,1,567,0,0,1,0,0,3.393,com,0
35,1,0,1,2,1,1557,0,0,1,0,0,2.274,fr,0
82,2,0,2,2,2,1496,0,0,1,0,0,3.336,com,0
89,4,1,3,1,2,421,0,0,1,1,0,3.681,net,1
80,1,1,6,1,3,988,0,0,1,1,1,4.029,net,1
57,3,0,0,0,2,981,0,0,1,0,0,3.832,com,0
54,3,0,1,0,1,460,0,0,1,1,0,3.546,fr,0
61,5,1,6,1,1,453,0,0,1,0,1,4.266,info,1
99,2,0,0,1,1,325,0,0,1,0,0,2.982,fr,0
115,1,1,4,1,1,1253,0,0,1,0,0,3.328,com,0
73,1,0,4,1,0,1071,0,0,1,0,0,3.076,net,0
28,1,0,2,0,2,1617,0,0,1,0,0,3.088,org,0
78,4,0,3,2,1,730,0,0,1,0,0,3.484,edu,0
58,2,3,2,1,0,568,0,0,1,0,0,2.898,edu,0
84,1,2,7,3,1,283,0,0,1,1,0,3.51,xyz,1
49,2,1,3,1,1,1098,0,0,1,0,0,2.773,org,0
69,1,0,0,1,3,1168,0,0,1,0,0,2.721,com,0
55,1,3,1,3,1,914,0,0,1,0,0,2.939,net,0
34,2,1,2,1,2,322,0,0,1,0,0,2.746,org,0
43,4,0,2,3,3,1768,0,0,1,0,0,3.456,org,0
62,1,0,3,1,2,196,0,0,0,0,0,3.309,zip,1
33,2,0,1,0,1,1176,1,0,1,0,1,3.711,com,0
16,1,1,5,3,0,566,0,0,1,0,0,2.823,net,0
25,3,1,1,1,0,444,0,0,1,0,0,3.486,com,0
41,3,0,5,1,2,812,0,0,1,0,0,3.125,com,0
79,1,0,1,1,0,771,0,0,0,0,0,3.746,net,0
77,1,0,2,1,0,871,0,0,1,0,0,3.248,com,0
47,3,0,2,0,2,637,0,0,1,0,0,3.329,com,0
43,1,0,1,3,2,880,0,0,1,0,0,3.306,com,0
59,3,0,1,2,1,637,0,0,1,0,0,3.012,com,0
44,1,1,2,4,0,1025,1,0,1,0,0,3.833,xyz,1
40,1,0,1,1,1,2212,0,0,1,0,0,3.013,com,0
69,2,3,1,1,1,1525,0,0,0,0,0,3.026,com,0
40,2,1,1,1,1,456,0,0,1,0,0,3.215,net,0
60,4,0,2,1,0,970,0,0,1,0,0,3.032,net,0
32,1,0,4,1,3,2650,0,0,1,0,0,2.898,com,0
51,3,0,0,1,2,1123,0,0,1,0,0,2.562,com,0
38,1,1,0,0,1,2488,0,0,1,0,0,3.368,com,0
57,1,1,4,1,1,1070,0,0,1,0,0,3.065,com,0
63,2,0,2,1,2,1460,0,0,1,0,0,2.834,net,0
43,1,1,1,0,0,1236,0,0,1,0,0,2.424,com,0
53,1,2,4,2,1,749,0,0,1,0,0,2.56,com,0
82,1,1,3,0,0,1162,0,0,1,0,0,3.217,com,0
64,1,1,2,1,3,535,0,0,0,0,0,3.011,org,0
68,1,0,1,3,2,1126,0,1,1,0,0,2.263,fr,0
77,1,1,5,3,3,172,0,0,1,1,0,3.993,info,1
63,1,0,0,1,0,1134,0,0,1,0,0,2.99,com,0
