text_length,word_count,avg_word_length,max_token_length,uppercase_ratio,digit_ratio,punct_ratio,line_count,non_ascii_ratio,zero_width_count,url_count,trigger_keyword_count,role_keyword_count,delimiter_marker_count,has_base64_blob,label,category,target_delta,cs_class,family_l2,technique_l3,conjecture,multi_turn,domain,template_group,obfuscation,language,carrier
241,34,6.118,16,0.0374,0.0041,0.083,1,0.0456,11,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,zero_width,en,clinical_prompt
269,32,7.406,56,0.1261,0.0149,0.0409,1,0.0,0,0,0,0,0,1,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,base64,en,clinical_prompt
232,35,5.657,15,0.0372,0.0043,0.0388,1,0.0733,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,homoglyph,en,clinical_prompt
222,33,5.758,15,0.0389,0.0045,0.0405,1,0.0856,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,homoglyph,en,clinical_prompt
219,33,5.667,15,0.0395,0.0046,0.0411,1,0.0685,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,homoglyph,en,clinical_prompt
222,33,5.758,15,0.0389,0.0045,0.0405,1,0.1036,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,homoglyph,en,clinical_prompt
237,34,6.0,16,0.0385,0.0042,0.0886,1,0.0506,12,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,zero_width,en,clinical_prompt
238,34,6.029,16,0.0368,0.1387,0.0378,1,0.0,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,leetspeak,en,clinical_prompt
232,33,6.061,15,0.0389,0.0043,0.0819,1,0.0431,10,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,zero_width,en,clinical_prompt
219,33,5.667,15,0.0395,0.0046,0.0411,1,0.1096,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,homoglyph,en,clinical_prompt
222,33,5.758,15,0.0389,0.0045,0.0405,1,0.1126,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,homoglyph,en,clinical_prompt
242,35,5.943,15,0.0372,0.0041,0.0785,1,0.0413,10,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,zero_width,en,clinical_prompt
222,33,5.758,15,0.038,0.1036,0.0405,1,0.0,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,leetspeak,en,clinical_prompt
226,33,5.879,15,0.0395,0.0044,0.0708,1,0.031,7,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,zero_width,en,clinical_prompt
256,30,7.533,56,0.1327,0.0156,0.043,1,0.0,0,0,0,0,0,1,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,base64,en,clinical_prompt
219,33,5.667,15,0.0395,0.0046,0.0411,1,0.0548,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,homoglyph,en,clinical_prompt
229,33,5.97,15,0.0389,0.0044,0.0699,1,0.0306,7,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,zero_width,en,clinical_prompt
219,33,5.667,15,0.0395,0.0046,0.0411,1,0.1005,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,homoglyph,en,clinical_prompt
219,33,5.667,15,0.0387,0.105,0.0411,1,0.0,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,leetspeak,en,clinical_prompt
225,34,5.647,15,0.0382,0.1156,0.04,1,0.0,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,leetspeak,en,clinical_prompt
225,34,5.647,15,0.0385,0.0044,0.04,1,0.0756,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,homoglyph,en,clinical_prompt
244,35,6.0,15,0.0372,0.0041,0.0861,1,0.0492,12,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,zero_width,en,clinical_prompt
222,33,5.758,15,0.0389,0.0045,0.0405,1,0.0991,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,homoglyph,en,clinical_prompt
232,35,5.657,15,0.0372,0.0043,0.0388,1,0.0733,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,homoglyph,en,clinical_prompt
225,34,5.647,15,0.0325,0.1289,0.04,1,0.0,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,leetspeak,en,clinical_prompt
232,34,5.853,15,0.0385,0.0043,0.069,1,0.0302,7,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,zero_width,en,clinical_prompt
238,34,6.029,16,0.0359,0.0042,0.0378,1,0.1134,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,homoglyph,en,clinical_prompt
219,33,5.667,15,0.0395,0.0046,0.0411,1,0.0365,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,homoglyph,en,clinical_prompt
233,34,5.882,15,0.0385,0.0043,0.073,1,0.0343,8,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,zero_width,en,clinical_prompt
225,34,5.647,15,0.0382,0.1156,0.04,1,0.0,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,leetspeak,en,clinical_prompt
230,34,5.794,15,0.0373,0.1174,0.0391,1,0.0,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,leetspeak,en,clinical_prompt
226,33,5.879,15,0.0395,0.0044,0.0708,1,0.031,7,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,zero_width,en,clinical_prompt
232,35,5.657,15,0.0424,0.1034,0.0388,1,0.0,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,leetspeak,en,clinical_prompt
229,34,5.765,15,0.0385,0.0044,0.0568,1,0.0175,4,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,zero_width,en,clinical_prompt
230,34,5.794,15,0.0374,0.0043,0.0391,1,0.0826,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,homoglyph,en,clinical_prompt
225,34,5.647,15,0.0385,0.0044,0.04,1,0.0711,0,0,0,0,0,0,injection,injection,delta1,indirect,indirect_user_prompt_delivery,altered_prompt_delivery,,1,medical,22-sql-research-multi-step,homoglyph,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.0,0,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,none,en,clinical_prompt
331,50,5.6,56,0.2427,0.0574,0.1662,9,0.0,0,0,2,1,7,1,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,base64,en,clinical_prompt
330,50,5.58,56,0.2427,0.0545,0.1667,9,0.0,0,0,2,1,7,1,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,base64,en,clinical_prompt
294,52,4.635,29,0.1561,0.0544,0.1769,9,0.0306,0,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,homoglyph,en,clinical_prompt
303,52,4.808,29,0.1561,0.0495,0.2046,9,0.033,10,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
300,52,4.75,29,0.1561,0.05,0.1967,9,0.0233,7,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
307,52,4.885,29,0.1561,0.0489,0.215,9,0.0456,14,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
294,52,4.635,29,0.1561,0.0544,0.1769,9,0.051,0,0,1,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,homoglyph,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.0,0,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,none,en,clinical_prompt
294,52,4.635,29,0.1561,0.0544,0.1769,9,0.0,0,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,none,en,clinical_prompt
301,52,4.769,29,0.1561,0.0532,0.196,9,0.0233,7,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.0,0,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,none,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.0751,0,0,1,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,homoglyph,en,clinical_prompt
305,52,4.846,29,0.1561,0.0492,0.2098,9,0.0393,12,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.041,0,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,homoglyph,en,clinical_prompt
293,52,4.615,29,0.1745,0.1331,0.1775,9,0.0,0,0,1,0,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,leetspeak,en,clinical_prompt
304,52,4.827,29,0.1561,0.0493,0.2072,9,0.0362,11,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
303,52,4.808,29,0.1561,0.0495,0.2046,9,0.033,10,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.0614,0,0,1,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,homoglyph,en,clinical_prompt
293,52,4.615,29,0.16,0.1297,0.1775,9,0.0,0,0,0,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,leetspeak,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.0375,0,0,1,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,homoglyph,en,clinical_prompt
294,52,4.635,29,0.1561,0.0544,0.1769,9,0.0,0,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,none,en,clinical_prompt
305,52,4.846,29,0.1561,0.0492,0.2098,9,0.0393,12,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.0,0,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,none,en,clinical_prompt
331,50,5.6,56,0.2427,0.0574,0.1662,9,0.0,0,0,2,1,7,1,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,base64,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.0512,0,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,homoglyph,en,clinical_prompt
305,52,4.846,29,0.1561,0.0492,0.2098,9,0.0393,12,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
302,52,4.788,29,0.1561,0.0497,0.202,9,0.0298,9,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
330,50,5.58,56,0.2427,0.0545,0.1667,9,0.0,0,0,2,1,7,1,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,base64,en,clinical_prompt
303,52,4.808,29,0.1561,0.0495,0.2046,9,0.033,10,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
330,50,5.58,56,0.2427,0.0545,0.1667,9,0.0,0,0,2,1,7,1,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,base64,en,clinical_prompt
330,50,5.58,56,0.2427,0.0545,0.1667,9,0.0,0,0,2,1,7,1,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,base64,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.0,0,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,none,en,clinical_prompt
294,52,4.635,29,0.1561,0.0544,0.1769,9,0.068,0,0,1,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,homoglyph,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.0478,0,0,1,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,homoglyph,en,clinical_prompt
293,52,4.615,29,0.1528,0.1502,0.1775,9,0.0,0,0,0,0,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,leetspeak,en,clinical_prompt
293,52,4.615,29,0.1701,0.1399,0.1775,9,0.0,0,0,1,0,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,leetspeak,en,clinical_prompt
303,52,4.808,29,0.1561,0.0495,0.2046,9,0.033,10,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
311,52,4.962,29,0.1561,0.0514,0.2219,9,0.0547,17,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
306,52,4.865,29,0.1561,0.0523,0.2092,9,0.0392,12,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
303,52,4.808,29,0.1561,0.0495,0.2046,9,0.033,10,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
293,52,4.615,29,0.1655,0.1468,0.1775,9,0.0,0,0,1,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,leetspeak,en,clinical_prompt
305,52,4.846,29,0.1561,0.0492,0.2098,9,0.0393,12,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.0546,0,0,1,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,homoglyph,en,clinical_prompt
302,52,4.788,29,0.1561,0.053,0.1987,9,0.0265,8,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.0546,0,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,homoglyph,en,clinical_prompt
305,52,4.846,29,0.1561,0.0492,0.2098,9,0.0393,12,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.0717,0,0,1,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,homoglyph,en,clinical_prompt
303,52,4.808,29,0.1561,0.0495,0.2046,9,0.033,10,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.0648,0,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,homoglyph,en,clinical_prompt
304,52,4.827,29,0.1561,0.0493,0.2072,9,0.0362,11,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
302,52,4.788,29,0.1561,0.0497,0.202,9,0.0298,9,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
300,52,4.75,29,0.1561,0.05,0.1967,9,0.0233,7,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
305,52,4.846,29,0.1561,0.0492,0.2098,9,0.0393,12,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
303,52,4.808,29,0.1561,0.0495,0.2046,9,0.033,10,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.058,0,0,1,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,homoglyph,en,clinical_prompt
294,52,4.635,29,0.1757,0.1395,0.1769,9,0.0,0,0,1,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,leetspeak,en,clinical_prompt
301,52,4.769,29,0.1561,0.0498,0.1993,9,0.0266,8,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
305,52,4.846,29,0.1561,0.0492,0.2098,9,0.0393,12,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
300,52,4.75,29,0.1561,0.0533,0.1933,9,0.02,6,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
303,52,4.808,29,0.1561,0.0495,0.2046,9,0.033,10,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
293,52,4.615,29,0.1561,0.0512,0.1775,9,0.0648,0,0,1,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,homoglyph,en,clinical_prompt
306,52,4.865,29,0.1561,0.049,0.2124,9,0.0425,13,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
303,52,4.808,29,0.1561,0.0495,0.2046,9,0.033,10,0,2,1,7,0,injection,injection,delta1,indirect,indirect_context_data,attacker_owned_external_injection,,1,medical,23-rag-semi-structured-table,zero_width,en,clinical_prompt
316,40,6.9,12,0.1143,0.0222,0.0759,7,0.0,0,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,none,en,clinical_prompt
354,39,8.077,56,0.148,0.0395,0.0678,6,0.0,0,0,1,0,0,1,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,base64,en,clinical_prompt
353,39,8.051,56,0.148,0.0368,0.068,6,0.0,0,0,1,0,0,1,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,base64,en,clinical_prompt
316,40,6.9,12,0.1143,0.0222,0.0759,7,0.0696,0,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,homoglyph,en,clinical_prompt
316,40,6.9,12,0.1058,0.1392,0.0759,7,0.0,0,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,leetspeak,en,clinical_prompt
316,40,6.9,12,0.1143,0.0222,0.0759,7,0.0,0,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,none,en,clinical_prompt
317,40,6.925,12,0.1143,0.0252,0.0757,7,0.0,0,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,none,en,clinical_prompt
323,40,7.075,12,0.1143,0.0217,0.096,7,0.0217,7,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,zero_width,en,clinical_prompt
316,40,6.9,12,0.1111,0.1424,0.0759,7,0.0,0,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,leetspeak,en,clinical_prompt
316,40,6.9,12,0.1143,0.0222,0.0759,7,0.0,0,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,none,en,clinical_prompt
317,40,6.925,12,0.1143,0.0252,0.0757,7,0.0946,0,0,0,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,homoglyph,en,clinical_prompt
316,40,6.9,12,0.1143,0.0222,0.0759,7,0.0665,0,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,homoglyph,en,clinical_prompt
316,40,6.9,12,0.1143,0.0222,0.0759,7,0.0,0,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,none,en,clinical_prompt
317,40,6.925,12,0.1143,0.0252,0.0757,7,0.0,0,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,none,en,clinical_prompt
353,39,8.051,56,0.148,0.0368,0.068,6,0.0,0,0,1,0,0,1,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,base64,en,clinical_prompt
325,40,7.125,12,0.1143,0.0215,0.1015,7,0.0277,9,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,zero_width,en,clinical_prompt
324,40,7.1,12,0.1143,0.0216,0.0988,7,0.0247,8,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,zero_width,en,clinical_prompt
316,40,6.9,12,0.1143,0.0222,0.0759,7,0.0728,0,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,homoglyph,en,clinical_prompt
323,40,7.075,12,0.1143,0.0217,0.096,7,0.0217,7,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,zero_width,en,clinical_prompt
316,40,6.9,12,0.1143,0.0222,0.0759,7,0.057,0,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,homoglyph,en,clinical_prompt
316,40,6.9,12,0.1075,0.1203,0.0759,7,0.0,0,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,leetspeak,en,clinical_prompt
316,40,6.9,12,0.1143,0.0222,0.0759,7,0.0696,0,0,1,0,0,0,injection,rule_bypass,delta1,indirect,indirect_context_data,prior_llm_output_injection,,1,medical,24-feedback-loop-poisoning,homoglyph,en,clinical_prompt
