char_length,num_words,num_digits,uppercase_ratio,num_exclamation,num_currency,num_free_keywords,num_urgent_keywords,has_url,has_phone,avg_word_length,language,is_spam
84,24,0,0.216,0,0,0,0,0,0,5.01,fr,0
91,2,0,0.321,0,0,0,1,1,0,3.36,en,0
69,17,1,0.005,0,0,0,0,0,0,5.24,fr,0
69,31,8,0.265,1,2,2,0,0,1,4.37,en,1
185,12,0,0.014,0,0,0,0,0,0,4.95,en,0
41,16,0,0.037,1,0,0,0,0,0,5.94,fr,0
110,36,3,0.081,1,0,0,0,0,0,4.1,en,0
108,32,9,0.578,2,1,1,1,1,0,6.2,en,1
71,15,1,0.04,0,1,0,0,0,0,4.78,fr,0
120,17,2,0.166,0,0,0,0,0,0,3.01,en,0
110,15,10,0.321,2,1,1,5,0,1,6.9,fr,1
90,18,1,0.166,1,0,0,0,0,0,5.23,fr,0
64,29,7,0.362,2,2,7,4,1,0,5.98,fr,1
45,6,5,0.251,1,3,0,3,1,1,6.4,fr,1
96,28,0,0.057,0,0,0,0,0,0,6.11,fr,0
113,14,0,0.022,2,0,0,0,0,0,4.31,fr,0
46,8,1,0.073,0,0,0,0,0,0,5.11,en,0
122,19,7,0.332,3,3,2,2,1,1,4.31,fr,1
114,15,1,0.092,1,0,0,0,0,0,3.91,fr,0
250,27,6,0.463,1,0,0,5,0,1,4.66,en,1
126,14,1,0.072,2,0,0,0,0,0,5.56,fr,0
67,30,2,0.442,5,1,1,3,1,0,4.4,en,1
107,18,0,0.043,1,0,0,0,0,0,4.85,fr,0
122,42,6,0.607,1,1,1,2,1,0,4.43,en,1
95,22,0,0.308,1,0,1,1,0,0,3.5,en,0
82,31,0,0.173,0,0,0,0,0,0,6.69,en,0
151,27,1,0.16,0,0,0,0,0,0,4.62,en,0
32,23,2,0.05,0,0,0,1,0,0,5.09,en,0
88,12,1,0.042,0,0,0,0,0,0,4.98,fr,0
97,20,5,0.138,1,0,0,0,0,0,4.3,fr,0
7,12,5,0.053,0,1,0,0,0,0,6.09,fr,0
106,19,10,0.441,0,0,2,1,1,0,5.21,en,1
76,23,7,0.404,2,0,4,1,1,1,5.29,en,1
121,17,7,0.408,3,0,7,2,1,1,6.62,fr,1
5,12,2,0.442,0,0,0,0,0,0,4.36,fr,0
158,22,5,0.283,2,3,2,1,1,1,5.6,fr,1
185,14,1,0.122,0,0,0,0,1,0,4.68,fr,0
126,21,0,0.099,1,0,0,0,0,0,4.14,en,0
12,9,0,0.019,1,0,0,0,0,1,4.22,en,0
119,6,6,0.645,2,5,3,0,0,1,5.55,en,1
112,26,9,0.37,1,1,0,1,1,1,4.98,fr,1
152,30,5,0.362,4,1,2,2,1,0,6.54,en,1
94,31,1,0.089,0,0,0,0,0,0,4.68,fr,0
104,11,5,0.402,2,2,4,1,0,1,5.56,fr,1
111,19,0,0.139,1,0,0,0,0,0,4.82,fr,0
124,31,8,0.239,1,0,1,2,1,0,4.7,fr,1
174,35,7,0.492,2,0,3,3,0,1,5.85,en,1
136,26,6,0.368,2,1,1,5,0,1,4.55,fr,1
169,15,2,0.344,0,0,3,5,1,1,6.29,en,1
114,13,2,0.054,0,0,0,0,0,0,4.69,fr,0
96,2,1,0.08,0,0,0,0,0,0,4.05,en,0
84,21,2,0.165,0,0,0,1,0,0,5.83,en,0
86,20,1,0.063,0,0,0,0,0,0,5.73,en,0
106,11,2,0.104,0,0,0,0,0,0,5.59,en,0
124,33,7,0.374,2,3,6,3,1,1,7.6,en,1
81,20,0,0.043,1,0,0,0,0,1,5.61,en,0
178,17,0,0.005,1,0,0,0,0,0,4.89,en,0
49,20,3,0.135,0,0,0,0,0,0,4.79,fr,0
142,10,1,0.315,0,0,0,0,0,0,5.4,fr,0
84,7,3,0.284,2,0,0,0,0,0,4.95,en,0
150,36,15,0.473,1,3,1,0,1,1,5.02,en,1
32,19,0,0.075,1,0,1,0,0,0,3.06,en,0
194,39,4,0.268,10,3,3,1,1,1,4.73,fr,1
160,25,0,0.081,0,0,0,0,1,0,5.13,fr,0
63,28,1,0.156,1,0,0,0,0,0,4.4,fr,0
82,13,0,0.101,0,0,0,0,0,0,4.67,en,0
98,14,2,0.113,0,0,0,0,0,0,3.62,en,0
127,14,0,0.025,0,0,1,0,0,0,3.69,fr,0
109,35,2,0.009,0,0,0,0,0,0,3.01,fr,0
21,21,1,0.095,0,0,0,0,0,0,3.2,en,0
42,9,2,0.018,0,0,0,0,0,0,3.87,en,0
65,23,0,0.14,0,0,0,0,0,0,2.95,fr,0
107,11,0,0.011,0,0,0,0,0,0,5.78,en,0
168,24,8,0.494,0,2,0,2,0,0,4.98,fr,1
52,5,2,0.134,0,0,0,0,1,0,3.36,en,0
124,37,7,0.444,3,1,3,3,1,0,6.13,fr,1
99,21,2,0.252,2,2,0,2,1,0,4.45,fr,1
83,19,0,0.031,0,0,0,0,1,0,4.36,fr,0
156,1,1,0.094,0,0,0,0,0,0,4.47,fr,0
43,10,0,0.054,0,0,0,1,0,0,5.27,en,0
186,29,3,0.36,0,3,1,3,1,0,5.46,fr,1
126,3,3,0.039,1,0,0,0,0,0,5.48,fr,0
5,6,2,0.026,0,0,0,0,1,0,4.57,en,0
113,23,1,0.03,1,0,0,0,0,0,4.66,fr,0
81,17,1,0.396,1,0,0,0,0,0,3.51,fr,0
58,18,3,0.515,0,0,0,0,0,0,4.52,fr,0
138,15,0,0.095,0,0,1,0,0,0,3.3,fr,0
113,24,3,0.641,0,2,1,3,1,0,4.81,fr,1
157,27,9,0.204,2,4,3,2,1,1,3.01,fr,1
38,21,1,0.129,0,0,0,0,0,0,3.26,en,0
65,19,1,0.064,1,0,0,0,0,1,5.9,fr,0
118,19,0,0.097,0,0,1,1,0,0,4.23,en,0
5,3,0,0.096,0,0,0,0,0,0,3.54,fr,0
51,35,1,0.124,0,0,0,0,0,0,4.17,fr,0
88,15,9,0.298,2,1,2,7,0,0,5.5,en,1
20,23,6,0.219,1,0,0,4,1,0,4.92,en,1
172,10,1,0.193,0,0,0,0,1,0,4.4,fr,0
163,31,6,0.414,4,1,0,3,0,0,4.79,en,1
109,12,0,0.024,0,0,0,0,0,0,4.49,fr,0
83,20,7,0.256,2,1,3,1,1,1,5.06,en,1
84,27,3,0.014,0,0,0,0,0,0,3.78,fr,0
27,21,0,0.008,0,0,0,0,1,0,3.98,fr,0
145,12,1,0.043,0,0,0,0,0,0,4.65,fr,0
96,23,1,0.158,0,0,0,0,0,1,5.73,fr,0
29,26,0,0.018,0,0,0,0,0,0,4.89,en,0
177,19,6,0.601,3,5,3,2,1,1,5.0,en,1
61,24,0,0.011,0,0,0,0,0,0,5.85,fr,0
138,19,1,0.196,0,0,0,0,0,0,3.79,en,0
116,15,1,0.133,0,0,0,0,0,0,3.64,fr,0
196,39,6,0.477,3,0,1,4,1,0,4.26,fr,1
5,8,0,0.055,0,0,0,0,0,1,5.17,fr,0
109,20,1,0.105,1,0,0,0,0,0,4.5,fr,0
160,27,4,0.569,3,0,2,4,1,1,5.55,fr,1
199,26,3,0.416,2,0,4,1,1,1,5.47,en,1
150,24,10,0.469,2,2,0,1,0,1,4.77,fr,1
131,21,5,0.419,2,0,3,2,1,0,6.37,fr,1
66,35,0,0.203,0,0,0,0,1,0,4.85,fr,0
166,5,2,0.167,1,0,0,0,0,0,5.28,fr,0
111,9,1,0.175,0,0,0,1,1,0,2.81,fr,0
43,19,0,0.053,1,0,0,0,0,0,4.39,en,0
80,23,1,0.317,0,0,0,0,0,0,5.65,fr,0
70,23,2,0.115,0,0,1,0,0,0,4.32,fr,0
9,19,0,0.084,1,0,0,2,1,0,3.98,fr,0
37,11,0,0.13,0,0,0,1,0,0,4.8,en,0
152,20,1,0.077,0,0,0,0,0,1,4.93,fr,0
40,18,2,0.236,1,0,1,1,0,0,4.66,en,0
205,6,1,0.082,0,0,1,0,0,0,4.61,en,0
95,17,1,0.111,0,0,0,0,0,0,5.87,en,0
121,12,2,0.169,0,0,0,0,0,0,3.73,fr,0
81,13,2,0.127,0,0,0,0,0,0,3.97,fr,0
61,20,0,0.041,2,0,0,1,0,0,4.99,fr,0
35,24,1,0.063,2,0,0,0,0,0,3.48,fr,0
90,10,5,0.274,0,0,1,0,1,0,5.89,fr,0
89,16,0,0.085,0,0,1,0,0,1,5.43,en,0
118,32,4,0.056,1,0,0,0,0,0,3.16,fr,0
102,32,0,0.113,2,0,0,0,0,0,5.61,fr,0
67,23,1,0.016,1,0,0,0,0,0,3.81,fr,0
5,30,1,0.182,0,0,0,0,0,0,4.89,fr,0
82,31,5,0.699,5,3,1,2,1,1,5.56,en,1
66,19,0,0.077,0,0,0,1,0,0,5.5,fr,0
131,30,4,0.381,2,2,2,1,1,0,4.29,en,1
154,4,1,0.071,0,0,0,0,0,0,3.53,fr,0
105,30,0,0.027,1,0,0,0,1,0,3.7,en,0
97,16,1,0.289,0,0,0,0,0,0,5.0,fr,0
100,9,2,0.174,0,0,0,0,0,0,4.68,fr,0
145,26,0,0.03,0,0,0,1,0,0,5.98,fr,0
119,17,2,0.125,0,0,0,0,0,0,5.46,en,0
53,14,1,0.178,0,0,0,0,0,0,4.13,fr,0
5,26,2,0.01,1,0,0,0,0,0,5.06,en,0
149,11,5,0.337,2,1,4,2,1,1,4.92,fr,1
142,10,0,0.199,0,0,0,0,1,0,4.26,fr,0
117,19,8,0.414,1,2,1,3,1,0,6.29,en,1
75,8,1,0.072,1,0,0,2,0,0,5.58,fr,0
5,10,1,0.033,0,0,0,0,1,0,4.94,fr,0
95,21,2,0.051,1,0,0,1,0,0,4.7,en,0
74,25,0,0.06,0,0,0,1,0,1,5.22,fr,0
195,23,3,0.421,4,6,1,4,1,0,4.5,en,1
194,9,0,0.065,0,0,0,0,0,0,4.53,fr,0
42,23,2,0.008,0,0,0,0,0,0,4.74,en,0
157,21,6,0.499,1,2,1,1,0,0,4.12,en,1
149,30,5,0.408,1,0,1,3,0,0,6.66,en,1
163,25,6,0.425,0,0,5,3,1,0,4.46,fr,1
144,13,1,0.027,0,1,0,1,0,1,4.13,fr,0
182,2,1,0.083,0,0,1,0,0,0,4.75,en,0
187,23,7,0.572,1,0,1,2,1,1,4.59,fr,1
112,27,0,0.098,0,0,0,0,0,0,4.16,fr,0
126,3,0,0.097,0,0,1,1,0,1,4.26,en,0
153,4,4,0.189,0,3,0,0,0,0,4.26,en,0
76,16,1,0.21,1,0,0,0,0,0,5.18,fr,0
46,9,1,0.066,0,0,0,0,1,0,4.58,en,0
91,9,1,0.002,1,0,0,0,0,0,5.19,fr,0
95,16,2,0.042,0,0,0,0,1,0,4.96,fr,0
109,24,0,0.116,0,0,0,0,0,0,3.15,en,0
105,32,3,0.313,2,1,4,0,1,1,4.68,fr,1
135,11,0,0.025,0,0,1,0,0,0,4.71,fr,0
102,1,1,0.07,0,0,0,0,0,1,4.83,en,0
117,20,0,0.22,0,0,0,0,0,0,4.39,fr,0
167,10,8,0.341,2,0,1,4,0,1,4.09,fr,1
66,26,0,0.091,0,0,0,0,0,0,4.34,fr,0
73,9,10,0.572,4,3,1,4,0,1,4.14,en,1
157,15,0,0.127,0,0,0,0,0,0,4.95,fr,0
75,20,0,0.014,1,0,0,0,0,0,5.06,en,0
108,23,5,0.47,1,4,2,1,1,0,7.02,en,1
72,15,2,0.025,0,0,0,0,0,0,5.22,fr,0
46,8,1,0.055,0,0,0,0,0,0,3.65,fr,0
49,26,2,0.101,0,1,0,0,0,0,4.99,fr,0
153,23,2,0.089,1,0,0,0,0,0,5.0,fr,0
14,28,2,0.183,0,0,0,0,0,0,4.0,en,0
104,14,1,0.068,0,0,0,0,0,0,5.5,en,0
82,14,0,0.173,0,0,0,0,0,0,4.11,en,0
42,32,2,0.17,0,0,0,0,1,0,5.03,fr,0
134,30,0,0.045,1,1,1,0,1,0,4.8,fr,0
97,31,6,0.393,1,3,2,1,1,0,5.02,fr,1
136,21,10,0.561,1,5,2,3,0,0,6.02,fr,1
204,15,10,0.52,2,2,5,4,1,0,6.17,en,1
43,18,0,0.134,1,0,0,0,0,1,4.79,en,0
42,10,1,0.09,0,0,0,0,0,0,4.56,fr,0
108,19,0,0.147,2,0,0,1,0,0,5.7,en,0
74,11,2,0.121,1,0,0,0,0,0,3.99,fr,0
64,17,1,0.047,1,0,0,0,0,0,4.68,fr,0
55,9,1,0.034,1,0,0,0,0,0,3.88,fr,0
37,30,0,0.018,0,1,0,0,0,0,4.28,fr,0
36,10,0,0.022,0,0,0,0,0,0,4.52,en,0
108,30,2,0.231,1,4,2,2,1,0,4.81,en,1
41,21,1,0.046,0,0,0,0,0,0,4.37,en,0
131,11,0,0.228,1,1,0,0,0,0,5.12,fr,0
110,27,7,0.276,6,1,2,5,1,0,6.31,en,1
127,25,2,0.066,0,0,0,0,0,0,6.13,fr,0
98,10,2,0.258,1,0,0,0,0,0,4.83,fr,0
129,25,9,0.642,1,1,6,2,0,0,4.75,en,1
71,17,0,0.023,0,0,0,0,0,0,3.85,en,0
133,20,9,0.453,1,0,2,3,1,0,3.01,fr,1
158,18,1,0.036,0,0,0,0,0,1,5.09,fr,0
86,17,0,0.244,0,0,0,0,0,0,5.16,fr,0
69,12,0,0.075,0,0,0,0,0,0,6.25,en,0
131,25,1,0.085,0,0,0,0,0,0,5.13,en,0
120,11,1,0.011,0,0,0,0,1,0,4.25,en,0
85,6,1,0.085,1,0,0,0,0,0,4.03,en,0
46,21,1,0.151,1,0,0,0,0,0,4.64,fr,0
184,28,10,0.368,1,1,2,2,1,1,4.81,fr,1
128,15,0,0.042,0,0,0,0,0,0,3.64,en,0
144,6,2,0.037,0,0,1,0,0,0,4.32,fr,0
172,17,6,0.417,2,0,0,1,0,1,5.23,fr,1
112,22,0,0.118,0,0,0,0,0,0,4.81,fr,0
141,6,7,0.159,5,0,3,0,1,1,5.88,en,1
123,13,4,0.533,6,2,2,5,0,0,6.84,fr,1
86,27,7,0.178,1,5,2,2,0,1,6.21,en,1
53,16,1,0.06,0,0,0,0,1,0,5.28,fr,0
184,3,7,0.586,2,3,4,3,1,1,6.1,en,1
63,22,1,0.021,0,0,0,0,0,0,5.34,en,0
105,5,0,0.081,0,0,0,0,0,0,4.61,fr,0
129,12,1,0.058,2,0,0,0,0,0,5.01,fr,0
128,29,2,0.039,1,0,0,0,0,0,4.49,fr,0
61,14,1,0.196,0,0,0,0,0,0,4.04,fr,0
35,19,1,0.171,0,0,0,0,0,0,5.02,fr,0
133,25,9,0.409,3,0,4,1,1,1,4.94,en,1
66,30,11,0.548,1,3,3,0,1,1,5.97,fr,1
70,10,0,0.164,0,0,0,0,0,0,4.63,en,0
77,26,0,0.111,1,1,0,1,0,0,3.05,en,0
122,16,4,0.244,2,0,1,5,1,1,2.61,fr,1
166,33,9,0.417,2,2,2,2,0,0,5.38,fr,1
103,22,0,0.057,0,0,0,0,0,0,3.73,fr,0
111,19,0,0.147,0,0,0,0,0,0,6.24,en,0
151,20,0,0.216,1,0,0,0,0,0,3.93,fr,0
21,7,0,0.076,0,0,0,0,0,0,3.88,en,0
48,13,3,0.09,0,0,0,0,0,0,5.42,fr,0
96,4,2,0.035,0,0,0,0,0,0,6.44,en,0
121,14,1,0.114,0,0,1,0,0,0,3.1,en,0
120,20,1,0.095,1,0,0,0,0,0,5.49,en,0
5,1,2,0.032,0,0,0,0,1,0,4.82,en,0
48,26,3,0.426,3,0,2,0,1,1,4.34,en,1
87,14,1,0.059,0,0,0,1,0,0,3.83,fr,0
77,19,2,0.051,1,0,0,0,0,0,6.25,en,0
207,16,6,0.201,3,0,3,2,1,1,5.69,fr,1
73,6,0,0.151,0,0,0,0,1,0,4.14,fr,0
85,22,5,0.321,4,1,3,3,1,1,5.62,en,1
198,10,9,0.395,1,1,1,2,1,1,4.57,en,1
48,16,1,0.026,3,1,0,0,0,0,5.18,fr,0
74,5,2,0.085,1,0,0,3,0,0,4.73,fr,0
43,27,1,0.232,0,0,0,0,0,0,4.51,fr,0
80,16,1,0.076,1,0,0,0,0,0,3.77,fr,0
87,25,7,0.28,5,1,2,4,1,1,4.7,fr,1
150,37,7,0.346,2,3,2,3,1,1,6.55,fr,1
149,23,2,0.075,0,0,0,0,0,0,3.56,fr,0
83,10,6,0.217,4,2,4,4,1,1,5.26,fr,1
79,18,0,0.032,1,0,0,0,0,0,4.81,en,0
5,23,2,0.08,1,0,2,0,0,0,5.58,fr,0
96,16,2,0.023,1,0,0,0,0,0,4.24,fr,0
104,28,6,0.411,3,2,1,2,0,0,6.43,en,1
48,6,2,0.258,0,0,1,0,0,0,3.43,en,0
124,13,0,0.054,0,0,0,1,0,0,2.38,fr,0
74,17,7,0.311,2,1,3,0,1,1,4.5,fr,1
113,13,7,0.304,5,3,2,2,1,1,4.94,en,1
143,25,12,0.301,2,3,2,5,1,0,5.04,fr,1
93,37,9,0.444,2,1,0,3,1,1,5.4,en,1
114,36,1,0.104,0,0,0,0,1,0,5.2,en,0
112,26,3,0.056,0,0,0,0,0,0,3.87,fr,0
43,2,0,0.102,1,0,0,0,0,0,5.73,fr,0
53,18,0,0.252,0,0,0,0,0,0,5.99,en,0
116,18,4,0.265,2,4,1,5,1,0,4.87,en,1
109,23,11,0.198,0,2,2,2,1,1,4.9,fr,1
129,22,3,0.284,3,1,1,2,1,1,4.95,fr,1
183,32,4,0.482,4,4,3,3,1,0,6.02,fr,1
132,27,9,0.597,4,2,0,2,1,0,3.45,en,1
133,20,3,0.141,1,0,0,0,1,1,5.11,en,0
78,3,6,0.628,1,1,2,2,1,0,5.56,en,1
97,18,9,0.255,5,1,3,4,1,0,5.42,en,1
103,29,1,0.231,0,0,0,0,0,0,4.03,en,0
93,29,8,0.296,3,0,1,2,1,1,5.24,en,1
66,17,0,0.036,1,0,0,0,1,0,4.05,en,0
173,25,5,0.505,3,2,0,2,1,1,4.89,fr,1
17,23,2,0.308,1,0,0,0,0,0,5.95,fr,0
153,12,1,0.188,1,0,0,1,0,0,5.01,fr,0
5,21,1,0.047,2,0,0,0,0,0,5.17,fr,0
96,32,7,0.642,4,0,3,3,1,1,6.98,fr,1
129,42,3,0.281,1,1,3,4,0,1,6.21,fr,1
80,26,2,0.131,0,0,0,0,0,0,4.04,en,0
156,11,3,0.196,2,2,4,4,1,1,5.81,fr,1
153,13,2,0.073,0,0,0,0,0,0,4.15,fr,0
114,19,4,0.32,2,1,1,4,0,1,3.94,en,1
116,23,7,0.442,5,1,1,1,1,0,4.76,en,1
128,9,3,0.118,3,2,1,2,1,0,4.96,en,1
89,7,0,0.169,1,0,0,0,0,0,4.69,en,0
200,3,9,0.629,4,1,4,2,1,0,5.01,fr,1
101,28,11,0.177,5,2,5,3,1,0,4.32,en,1
106,11,0,0.034,0,0,0,0,1,0,6.67,en,0
62,20,1,0.058,1,0,0,0,0,0,2.92,fr,0
179,13,13,0.359,0,2,4,4,1,0,3.99,en,1
133,10,1,0.158,3,0,0,1,0,0,5.73,fr,0
157,18,4,0.494,3,1,2,2,0,0,5.64,en,1
102,22,2,0.196,1,4,3,2,1,1,5.66,en,1
95,30,1,0.035,0,0,0,0,0,0,2.4,fr,0
77,31,0,0.063,0,0,0,0,0,0,4.4,en,0
150,21,7,0.297,4,1,2,1,0,1,5.62,en,1
127,15,5,0.184,4,4,4,2,1,0,5.75,fr,1
97,4,3,0.123,1,0,0,0,0,1,2.57,en,0
108,12,10,0.393,8,2,0,1,1,1,4.32,en,1
216,27,11,0.595,3,2,3,0,1,0,2.39,en,1
123,28,4,0.744,2,1,0,1,1,1,4.25,fr,1
57,23,8,0.547,3,3,0,1,1,1,5.99,fr,1
163,21,3,0.319,2,1,2,1,1,1,5.42,en,1
130,12,1,0.147,2,0,0,0,0,0,5.03,en,0
168,23,5,0.154,5,3,0,4,1,1,4.33,fr,1
138,21,8,0.506,1,1,0,3,1,0,5.91,fr,1
173,28,6,0.405,2,3,0,1,1,0,6.02,en,1
153,28,4,0.529,1,2,2,3,0,0,5.23,fr,1
37,27,1,0.311,0,0,0,1,0,0,4.6,fr,0
128,7,3,0.147,1,0,0,0,0,0,4.84,fr,0
94,13,1,0.012,0,0,0,1,0,0,3.52,en,0
146,27,8,0.595,2,0,5,2,0,1,4.82,fr,1
157,6,0,0.031,1,0,0,0,1,0,4.71,en,0
118,26,8,0.427,3,0,1,2,1,1,5.59,en,1
125,28,6,0.522,1,0,1,1,1,1,4.01,en,1
116,17,1,0.088,0,0,0,0,0,0,4.75,en,0
19,30,2,0.184,1,0,1,0,0,0,5.15,fr,0
21,10,0,0.238,1,0,0,0,0,0,4.51,fr,0
95,15,1,0.203,1,0,1,0,0,0,4.66,en,0
87,12,2,0.096,0,0,0,0,1,0,3.42,fr,0
79,10,2,0.091,1,0,0,0,0,0,3.86,fr,0
108,16,0,0.173,0,0,0,0,0,0,5.96,fr,0
5,20,2,0.062,0,0,0,1,0,0,5.49,fr,0
103,24,4,0.366,3,0,2,1,1,1,5.68,fr,1
114,22,7,0.527,2,2,4,3,1,1,6.26,fr,1
117,1,1,0.246,0,0,1,1,0,0,5.23,fr,0
82,9,2,0.123,1,0,0,1,0,0,4.72,en,0
133,32,4,0.287,1,1,1,5,1,0,4.03,fr,1
102,11,3,0.516,4,0,0,1,1,1,4.41,en,1
67,23,9,0.6,4,2,3,2,0,1,4.98,fr,1
85,18,2,0.099,1,0,0,0,0,0,4.68,fr,0
83,22,1,0.101,1,0,2,0,0,0,5.48,fr,0
114,20,5,0.291,2,1,2,2,1,1,4.56,fr,1
36,19,0,0.109,0,0,0,0,0,0,3.88,en,0
74,9,0,0.094,0,0,0,0,0,0,4.99,en,0
98,14,6,0.242,3,1,3,3,1,1,3.21,fr,1
84,5,0,0.104,1,0,0,0,0,0,3.67,fr,0
38,20,0,0.063,0,0,0,0,0,0,5.05,en,0
62,4,0,0.088,0,0,0,0,0,0,3.45,fr,0
113,29,1,0.044,0,0,1,0,0,0,5.22,fr,0
144,8,1,0.154,1,1,0,0,0,0,3.75,en,0
97,17,0,0.03,0,0,0,0,0,0,5.97,en,0
92,15,1,0.12,0,0,0,0,0,0,6.99,fr,0
121,15,1,0.16,0,1,0,0,0,0,5.14,en,0
10,10,0,0.119,0,0,0,0,0,0,5.47,fr,0
140,26,7,0.713,4,1,1,1,1,1,4.85,en,1
115,43,3,0.182,3,2,1,1,1,1,5.39,fr,1
185,25,12,0.699,3,1,0,5,1,0,5.32,fr,1
98,3,1,0.136,1,0,0,0,0,0,4.02,fr,0
140,22,1,0.083,0,0,0,0,0,0,6.07,fr,0
210,29,6,0.218,1,2,5,1,1,1,6.37,en,1
54,25,0,0.049,0,0,0,1,0,0,4.93,fr,0
164,10,2,0.131,1,0,0,0,0,0,4.84,en,0
88,26,0,0.024,0,0,0,0,0,1,4.79,fr,0
46,4,0,0.209,0,0,1,0,0,0,5.39,fr,0
95,7,1,0.159,1,0,1,0,0,0,4.08,en,0
105,34,6,0.16,1,2,1,1,1,0,5.17,en,1
109,23,1,0.133,0,0,0,0,0,0,5.87,fr,0
143,15,8,0.518,0,2,2,3,1,0,5.15,en,1
80,17,1,0.13,1,0,1,0,0,0,5.02,fr,0
126,30,3,0.07,2,0,0,0,0,1,6.15,en,0
42,28,2,0.162,0,0,0,1,0,0,4.25,fr,0
92,29,0,0.209,1,0,0,0,0,0,4.22,en,0
89,5,0,0.141,1,0,0,0,0,0,4.25,fr,0
87,3,0,0.242,0,0,0,0,0,0,4.44,en,0
106,36,7,0.615,2,5,1,1,1,1,5.76,fr,1
8,21,1,0.045,1,0,0,0,0,0,3.68,fr,0
99,7,1,0.077,0,0,0,0,0,0,2.17,fr,0
136,3,4,0.0,0,0,0,0,0,0,4.96,en,0
75,19,7,0.429,5,1,3,2,1,0,4.57,fr,1
160,25,3,0.395,4,2,6,1,1,0,4.22,fr,1
137,25,7,0.379,5,3,2,2,1,1,4.62,fr,1
61,31,2,0.026,0,0,0,0,0,0,4.6,fr,0
136,17,5,0.463,3,3,1,2,1,0,5.14,en,1
93,5,2,0.285,2,0,0,0,0,0,6.41,en,0
75,11,1,0.041,0,0,0,0,0,0,5.23,en,0
45,23,2,0.074,1,1,0,0,0,0,4.75,fr,0
45,20,0,0.212,0,0,0,0,0,0,4.03,fr,0
34,11,3,0.179,0,0,0,0,0,0,3.85,en,0
185,13,2,0.13,1,0,0,0,0,0,4.34,fr,0
73,25,1,0.088,1,0,0,0,0,0,5.29,fr,0
183,9,7,0.613,7,1,6,2,0,1,4.1,fr,1
146,13,4,0.315,1,1,2,1,1,0,4.82,en,1
167,23,1,0.14,0,0,0,0,0,0,3.96,en,0
153,13,3,0.134,0,0,0,0,0,0,4.4,fr,0
41,11,3,0.038,0,0,0,0,0,0,4.93,fr,0
125,16,1,0.149,0,0,1,0,0,0,4.79,fr,0
53,23,1,0.09,2,0,0,0,0,0,3.77,fr,0
170,18,4,0.306,2,1,2,0,0,1,4.91,en,1
47,18,0,0.071,0,0,0,0,0,0,3.86,en,0
168,22,5,0.49,1,2,1,2,1,0,4.38,fr,1
24,17,1,0.123,0,0,0,0,0,0,2.97,en,0
148,32,5,0.298,2,1,4,2,1,0,4.4,en,1
188,26,6,0.409,0,6,1,0,1,1,4.36,en,1
189,19,11,0.485,2,0,1,0,0,0,5.74,en,1
124,17,0,0.221,0,0,0,0,0,0,3.62,fr,0
154,3,6,0.211,5,1,1,0,1,0,5.43,fr,1
136,11,0,0.017,1,0,0,1,0,0,4.54,fr,0
115,12,1,0.249,2,0,0,0,0,0,3.78,en,0
79,29,2,0.074,0,0,0,0,0,0,5.72,fr,0
189,7,0,0.148,0,0,0,0,0,0,6.5,en,0
102,12,0,0.041,0,0,0,0,0,0,4.34,fr,0
131,9,0,0.072,0,0,1,0,0,0,4.25,fr,0
5,13,1,0.021,0,0,1,0,0,0,5.1,en,0
58,29,2,0.156,0,0,0,0,0,0,4.75,en,0
89,22,1,0.101,0,0,0,0,0,0,4.61,en,0
110,20,4,0.017,0,0,0,0,0,0,5.1,en,0
85,6,3,0.094,0,0,0,0,0,0,3.37,fr,0
159,30,3,0.317,1,1,3,1,0,0,4.17,en,1
120,27,9,0.634,5,1,2,3,1,1,5.45,en,1
79,11,3,0.065,1,0,0,0,0,0,5.91,fr,0
112,11,0,0.045,3,0,0,0,0,0,4.67,en,0
64,6,1,0.094,0,0,0,0,0,0,5.36,en,0
158,3,8,0.382,3,1,3,2,1,0,5.39,fr,1
172,18,0,0.13,0,0,0,0,0,1,4.14,fr,0
130,19,1,0.067,1,0,0,1,0,0,3.77,fr,0
80,20,0,0.039,0,0,0,0,0,0,4.88,en,0
157,22,2,0.079,1,0,0,1,0,0,4.11,fr,0
166,24,0,0.299,3,0,4,1,1,0,5.23,fr,1
58,12,0,0.043,1,0,0,0,0,0,4.7,fr,0
42,12,1,0.043,0,0,0,0,0,1,5.04,fr,0
176,18,2,0.045,1,0,0,0,0,0,4.42,en,0
75,15,0,0.043,0,1,0,0,1,0,4.81,fr,0
147,20,1,0.077,0,0,0,0,0,0,4.26,fr,0
47,10,3,0.2,0,0,1,0,0,0,4.7,fr,0
144,22,3,0.353,2,0,1,3,1,1,3.89,en,1
36,1,2,0.004,1,0,0,0,0,0,3.8,fr,0
28,19,1,0.075,0,0,0,0,0,0,4.3,fr,0
58,11,1,0.102,0,0,0,0,0,0,4.67,fr,0
31,18,3,0.069,1,0,0,1,0,0,4.38,fr,0
80,14,1,0.034,0,0,0,0,0,0,4.62,fr,0
86,11,1,0.068,0,0,0,0,0,0,4.71,fr,0
5,1,2,0.084,0,0,0,0,0,0,5.28,fr,0
189,18,2,0.163,0,0,0,0,0,0,3.79,en,0
25,19,2,0.09,2,0,1,0,0,0,4.68,fr,0
92,14,1,0.103,0,0,1,0,0,0,5.23,fr,0
130,26,5,0.67,3,1,1,2,1,1,3.88,fr,1
