text_length,word_count,avg_word_length,max_token_length,uppercase_ratio,digit_ratio,punct_ratio,line_count,non_ascii_ratio,zero_width_count,url_count,trigger_keyword_count,role_keyword_count,delimiter_marker_count,has_base64_blob,label,family_l2,technique_l3,target_delta,objective,domain,multi_turn,obfuscation,language,carrier,template_group,source
166,20,7.3,26,0.0156,0.0482,0.0542,3,0.0,0,0,3,1,0,0,injection,context_shift_prompting,system_prompt_leak,,secret_extraction,generic,0,unknown,en,rag_chunk,syn_system_prompt_leak,synthetic
390,49,6.959,36,0.019,0.0026,0.0641,3,0.0,0,0,0,0,0,0,injection,semantic_manipulation,refusal_suppression,,guardrail_bypass,generic,0,unknown,fr,web_page,syn_refusal_suppression,synthetic
226,30,6.533,18,0.0289,0.0088,0.0796,5,0.0,0,0,3,1,6,0,injection,instruction_reformulation,delimiter_injection,,context_escape,generic,0,unknown,en,product_review,syn_delimiter_injection,synthetic
268,44,5.045,13,0.0464,0.0522,0.0485,7,0.0,0,0,0,0,0,0,injection,response_steering_prompting,misinformation_seed,,misinformation,generic,0,unknown,fr,support_ticket,syn_misinformation_seed,synthetic
150,21,6.143,22,0.0484,0.0,0.0333,5,0.0,0,0,1,1,0,0,injection,semantic_manipulation,instruction_override,,rule_subversion,generic,0,unknown,en,email,syn_instruction_override,synthetic
305,45,5.778,12,0.1061,0.0,0.0492,4,0.0,0,0,1,1,2,0,injection,instruction_reformulation,delimiter_injection,,context_escape,generic,0,unknown,pt,web_page,syn_delimiter_injection,synthetic
240,13,17.462,132,0.3168,0.0833,0.0208,5,0.0,0,0,1,0,0,1,injection,objective_only,staged_multistep,,multi_turn,generic,0,unknown,en,email,syn_staged_multistep,synthetic
200,27,6.407,16,0.3885,0.035,0.135,7,0.0,0,0,0,2,0,0,injection,instruction_reformulation,delimiter_injection,,context_escape,generic,0,unknown,en,api_response,syn_delimiter_injection,synthetic
172,24,6.167,16,0.075,0.0407,0.1221,4,0.0,0,0,0,0,0,0,injection,objective_only,tool_abuse,,tool_agency_abuse,generic,0,unknown,en,api_response,syn_tool_abuse,synthetic
240,41,4.854,10,0.0582,0.0042,0.0375,3,0.0,0,0,0,0,0,0,injection,response_steering_prompting,misinformation_seed,,misinformation,generic,0,unknown,en,web_page,syn_misinformation_seed,synthetic
328,53,5.151,14,0.0342,0.0122,0.0183,7,0.0,0,0,0,0,0,0,injection,objective_only,staged_multistep,,multi_turn,generic,0,unknown,fr,document,syn_staged_multistep,synthetic
144,18,7.0,22,0.041,0.0,0.0278,5,0.1042,0,0,0,0,0,0,injection,semantic_manipulation,instruction_override,,rule_subversion,generic,0,unknown,en,email,syn_instruction_override,synthetic
150,22,5.818,22,0.0496,0.0,0.0467,5,0.0,0,0,0,0,0,0,injection,objective_only,tool_abuse,,tool_agency_abuse,generic,0,unknown,en,email,syn_tool_abuse,synthetic
691,58,10.207,50,0.3227,0.0087,0.2851,16,0.0,0,0,8,4,49,0,injection,direct_prompt_injection,attacker_submitted_prompt_body_injection,delta1,,medical,0,none,en,clinical_prompt,01-conjecture-1-structural-bypass,aegis_aug
95,3,31.0,43,0.5672,0.0211,0.2316,1,0.0,0,0,1,1,0,0,injection,direct_prompt_injection,attacker_submitted_attached_data_injection,delta1,,medical,0,none,en,clinical_prompt,02-hl7-injection-obx,aegis_aug
133,20,5.7,15,0.0645,0.0677,0.0902,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
133,19,6.053,15,0.0769,0.0827,0.0977,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
136,20,5.85,16,0.0645,0.0662,0.1103,1,0.0221,3,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0769,0.0692,0.0923,1,0.0462,0,0,1,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,homoglyph,en,clinical_prompt,03-fda-social-engineering,aegis_aug
131,19,5.947,15,0.0769,0.0763,0.0916,1,0.0916,0,0,0,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,homoglyph,en,clinical_prompt,03-fda-social-engineering,aegis_aug
132,19,6.0,15,0.0769,0.0682,0.1061,1,0.0152,2,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0769,0.0692,0.0923,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
139,19,6.368,15,0.0769,0.0719,0.1439,1,0.0576,8,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
137,20,5.9,15,0.0645,0.0657,0.1168,1,0.0292,4,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0667,0.0769,0.0923,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0769,0.0692,0.0923,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
133,20,5.7,15,0.0645,0.0677,0.0902,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
134,19,6.105,15,0.0769,0.0896,0.097,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
133,20,5.7,15,0.0645,0.0677,0.0902,1,0.0677,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,homoglyph,en,clinical_prompt,03-fda-social-engineering,aegis_aug
133,19,6.053,15,0.0769,0.0827,0.0977,1,0.0526,0,0,1,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,homoglyph,en,clinical_prompt,03-fda-social-engineering,aegis_aug
139,20,6.0,16,0.0645,0.0647,0.1295,1,0.0432,6,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
133,19,6.053,15,0.0811,0.2105,0.0977,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,leetspeak,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0769,0.0692,0.0923,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
134,20,5.75,15,0.0645,0.0746,0.0896,1,0.0821,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,homoglyph,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0769,0.0692,0.0923,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
129,19,5.842,15,0.0667,0.0698,0.093,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
134,19,6.105,16,0.0769,0.0672,0.1194,1,0.0299,4,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
133,20,5.7,15,0.0649,0.188,0.0902,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,leetspeak,en,clinical_prompt,03-fda-social-engineering,aegis_aug
133,19,6.053,15,0.0769,0.0827,0.0977,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
131,19,5.947,15,0.075,0.1603,0.0916,1,0.0,0,0,1,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,leetspeak,en,clinical_prompt,03-fda-social-engineering,aegis_aug
137,19,6.263,16,0.0769,0.0803,0.1241,1,0.0292,4,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
129,19,5.842,15,0.0667,0.0698,0.093,1,0.0698,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,homoglyph,en,clinical_prompt,03-fda-social-engineering,aegis_aug
131,19,5.947,15,0.0769,0.0763,0.0916,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0843,0.1308,0.0923,1,0.0,0,0,1,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,leetspeak,en,clinical_prompt,03-fda-social-engineering,aegis_aug
131,19,5.947,15,0.0769,0.0763,0.0916,1,0.084,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,homoglyph,en,clinical_prompt,03-fda-social-engineering,aegis_aug
133,20,5.7,15,0.0645,0.0677,0.0902,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
132,19,6.0,15,0.0769,0.0682,0.1061,1,0.0152,2,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0769,0.0692,0.0923,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0769,0.0692,0.0923,1,0.0462,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,homoglyph,en,clinical_prompt,03-fda-social-engineering,aegis_aug
167,18,8.333,56,0.189,0.0778,0.0599,1,0.0,0,0,1,0,0,1,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,base64,en,clinical_prompt,03-fda-social-engineering,aegis_aug
133,20,5.7,15,0.0822,0.218,0.0902,1,0.0,0,0,0,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,leetspeak,en,clinical_prompt,03-fda-social-engineering,aegis_aug
136,19,6.211,16,0.0769,0.0809,0.1176,1,0.0221,3,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
134,20,5.75,15,0.0645,0.0746,0.0896,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
166,18,8.278,56,0.2266,0.0723,0.0542,1,0.0,0,0,1,0,0,1,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,base64,en,clinical_prompt,03-fda-social-engineering,aegis_aug
137,19,6.263,16,0.0769,0.0876,0.1168,1,0.0219,3,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0864,0.1462,0.0923,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,leetspeak,en,clinical_prompt,03-fda-social-engineering,aegis_aug
139,19,6.368,16,0.0769,0.0791,0.1367,1,0.0432,6,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0769,0.0692,0.0923,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
168,18,8.389,56,0.1969,0.0833,0.0595,1,0.0,0,0,1,0,0,1,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,base64,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0769,0.0692,0.0923,1,0.0385,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,homoglyph,en,clinical_prompt,03-fda-social-engineering,aegis_aug
129,19,5.842,15,0.0667,0.0698,0.093,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
136,19,6.211,15,0.0769,0.0809,0.1176,1,0.0221,3,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0769,0.0692,0.0923,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
129,19,5.842,15,0.0667,0.0698,0.093,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0769,0.0692,0.0923,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0667,0.0769,0.0923,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0769,0.0692,0.0923,1,0.0769,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,homoglyph,en,clinical_prompt,03-fda-social-engineering,aegis_aug
133,19,6.053,15,0.0769,0.0752,0.1053,1,0.015,2,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
133,19,6.053,15,0.0779,0.188,0.0977,1,0.0,0,0,1,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,leetspeak,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0769,0.0692,0.0923,1,0.0692,0,0,1,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,homoglyph,en,clinical_prompt,03-fda-social-engineering,aegis_aug
139,20,6.0,15,0.0645,0.0647,0.1295,1,0.0432,6,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
133,20,5.7,15,0.0645,0.0677,0.0902,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
129,19,5.842,15,0.0667,0.0698,0.093,1,0.0698,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,homoglyph,en,clinical_prompt,03-fda-social-engineering,aegis_aug
131,19,5.947,15,0.0769,0.0763,0.0916,1,0.0534,0,0,1,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,homoglyph,en,clinical_prompt,03-fda-social-engineering,aegis_aug
136,20,5.85,15,0.0645,0.0662,0.1103,1,0.0221,3,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
138,20,5.95,16,0.0645,0.0652,0.1232,1,0.0362,5,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,zero_width,en,clinical_prompt,03-fda-social-engineering,aegis_aug
133,19,6.053,15,0.0854,0.1504,0.0977,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,leetspeak,en,clinical_prompt,03-fda-social-engineering,aegis_aug
130,19,5.895,15,0.0769,0.0692,0.0923,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
129,19,5.842,15,0.0667,0.0698,0.093,1,0.0,0,0,2,0,0,0,injection,cognitive_control_bypass,pragmatic_manipulation,delta1,,medical,0,none,en,clinical_prompt,03-fda-social-engineering,aegis_aug
58,9,5.556,9,0.0426,0.0,0.0517,1,0.0,0,0,0,1,0,0,injection,context_shift_prompting,secret_linguistic_property_probing,delta1,,medical,0,none,en,clinical_prompt,04-prompt-leak-translation,aegis_aug
98,15,5.6,15,0.038,0.0,0.051,1,0.0,0,0,0,4,0,0,injection,context_shift_prompting,privilege_escalation_prompting,delta1,,medical,0,none,en,clinical_prompt,05-prompt-leak-admin,aegis_aug
144,11,12.182,47,0.2778,0.0278,0.1389,2,0.0,0,0,1,0,0,0,injection,direct_prompt_injection,attacker_submitted_prompt_body_injection,delta1,,medical,0,none,en,clinical_prompt,06-firmware-override,aegis_aug
442,67,5.567,11,0.0843,0.0158,0.0226,7,0.0,0,0,0,0,0,0,injection,indirect_context_data,prior_llm_output_injection,delta1,,medical,0,none,en,clinical_prompt,07-conjecture-1-multi-turn-apt,aegis_aug
133,11,11.182,45,0.31,0.015,0.1429,1,0.0,0,0,2,1,0,0,injection,context_shift_prompting,simulated_harm_prompting,delta0,,medical,0,none,en,clinical_prompt,08-ransomware-tool-hijack,aegis_aug
207,30,5.933,14,0.0769,0.0145,0.0242,1,0.0,0,0,1,0,0,0,injection,direct_prompt_injection,attacker_submitted_prompt_body_injection,delta1,,medical,0,none,en,clinical_prompt,09-gap3-null-injection-control,aegis_aug
307,15,19.4,156,0.5346,0.0489,0.0489,5,0.0,0,0,0,1,0,1,injection,instruction_reformulation,base_n_encoding,delta2,,medical,0,none,en,clinical_prompt,10-gap4-base64-bypass,aegis_aug
128,14,8.214,43,0.0286,0.0,0.0625,1,0.0,0,0,4,1,0,0,injection,direct_prompt_injection,attacker_submitted_prompt_body_injection,delta0,,medical,0,none,en,clinical_prompt,10-gap4-baseline-control,aegis_aug
131,14,8.429,46,0.028,0.0,0.0611,1,0.3664,0,0,0,0,0,0,injection,instruction_reformulation,homoglyph_visual_substitution,delta2,,medical,0,none,en,clinical_prompt,100-gap4-homoglyph-nfkc-defense,aegis_aug
421,56,6.536,25,0.1061,0.0713,0.057,1,0.3634,0,0,0,0,0,0,injection,instruction_reformulation,homoglyph_visual_substitution,delta2,,medical,0,none,en,clinical_prompt,100-gap4-v1-homoglyph-nfkc-defense,aegis_aug
757,70,9.786,57,0.0651,0.0581,0.1413,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
753,70,9.729,57,0.0654,0.178,0.1421,9,0.0,0,0,0,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,leetspeak,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
761,68,10.162,57,0.0579,0.0578,0.1537,9,0.0158,12,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,zero_width,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
786,67,10.701,57,0.0909,0.0623,0.1349,9,0.0,0,0,1,0,0,1,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,base64,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
745,68,9.926,57,0.0664,0.0591,0.1436,9,0.0725,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,homoglyph,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
745,68,9.926,57,0.0656,0.1732,0.1436,9,0.0,0,0,0,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,leetspeak,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
774,65,10.877,57,0.0926,0.0633,0.137,9,0.0,0,0,1,0,0,1,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,base64,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
755,70,9.757,57,0.0654,0.0583,0.1417,9,0.0675,0,0,1,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,homoglyph,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
786,69,10.362,57,0.1099,0.0623,0.1374,9,0.0,0,0,1,0,0,1,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,base64,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
759,70,9.814,57,0.0649,0.058,0.141,9,0.0764,0,0,0,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,homoglyph,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
789,67,10.746,57,0.0985,0.0659,0.1369,9,0.0,0,0,1,0,0,1,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,base64,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
761,70,9.843,57,0.0646,0.0578,0.1406,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
745,68,9.926,57,0.0584,0.0591,0.1409,9,0.0617,0,0,1,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,homoglyph,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
761,70,9.843,57,0.0646,0.0578,0.1406,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
759,70,9.814,57,0.0649,0.058,0.141,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
759,70,9.814,57,0.0674,0.1818,0.141,9,0.0,0,0,1,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,leetspeak,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
751,70,9.7,57,0.0775,0.0586,0.1425,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
761,70,9.843,57,0.0646,0.0578,0.1406,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
768,70,9.943,57,0.0642,0.0612,0.1393,9,0.0495,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,homoglyph,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
773,70,10.014,57,0.0654,0.0569,0.1617,9,0.0233,18,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,zero_width,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
748,68,9.971,57,0.0664,0.0628,0.143,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
764,70,9.886,57,0.0646,0.0615,0.1401,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
751,70,9.7,57,0.0659,0.0586,0.1425,9,0.0599,0,0,1,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,homoglyph,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
749,68,9.985,57,0.0579,0.0587,0.1402,9,0.0721,0,0,1,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,homoglyph,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
801,69,10.58,57,0.0968,0.0649,0.1348,9,0.0,0,0,1,0,0,1,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,base64,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
753,70,9.729,57,0.0656,0.0584,0.1421,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
762,70,9.857,57,0.0775,0.0577,0.1549,9,0.0144,11,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,zero_width,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
759,70,9.814,57,0.0649,0.058,0.141,9,0.0514,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,homoglyph,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
765,70,9.9,57,0.0642,0.0575,0.1399,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
765,70,9.9,57,0.0642,0.0575,0.1399,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
755,70,9.757,57,0.0654,0.0583,0.1417,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
775,70,10.043,57,0.0651,0.0606,0.1574,9,0.0194,15,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,zero_width,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
747,68,9.956,57,0.0677,0.1539,0.1432,9,0.0,0,0,1,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,leetspeak,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
759,70,9.814,57,0.0644,0.1752,0.141,9,0.0,0,0,0,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,leetspeak,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
753,70,9.729,57,0.0656,0.0584,0.1421,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
745,68,9.926,57,0.0584,0.0591,0.1409,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
747,68,9.956,57,0.0661,0.0589,0.1432,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
752,70,9.714,57,0.0778,0.0625,0.1423,9,0.0,0,0,2,0,0,0,injection,indirect_context_data,agent_to_agent_injection,delta1,,medical,1,none,en,clinical_prompt,100-ghost-tool-invocation,aegis_aug
