text_length,word_count,avg_word_length,max_token_length,uppercase_ratio,digit_ratio,punct_ratio,line_count,non_ascii_ratio,zero_width_count,url_count,trigger_keyword_count,role_keyword_count,delimiter_marker_count,has_base64_blob,carrier,language,technique
206,29,6.103,25,0.0125,0.0,0.0825,6,0.0,0,0,0,0,0,0,chat_log,en,conditional_trigger
255,44,4.75,11,0.067,0.0196,0.0392,8,0.0,0,0,0,6,0,0,pdf_text,en,role_hijack
303,51,4.902,13,0.0457,0.0462,0.0528,7,0.0,0,0,0,0,0,0,support_ticket,fr,refusal_suppression
321,43,6.465,14,0.0299,0.2087,0.0312,3,0.0,0,0,0,0,0,0,rag_chunk,fr,conditional_trigger
173,22,6.864,16,0.0932,0.0405,0.1503,4,0.0,0,0,0,0,0,0,api_response,en,tool_abuse
298,44,5.727,12,0.0491,0.047,0.0436,7,0.0,0,0,0,0,0,0,support_ticket,pt,misinformation_seed
318,44,6.227,14,0.0309,0.0189,0.0283,3,0.0,0,0,0,0,0,0,rag_chunk,fr,misinformation_seed
340,53,5.377,14,0.033,0.0118,0.0235,7,0.0,0,0,1,0,0,0,document,fr,staged_multistep
326,53,5.094,19,0.072,0.0123,0.0491,10,0.0,0,0,0,0,0,0,email,fr,staged_multistep
132,18,6.333,22,0.0463,0.0,0.0455,5,0.0,0,0,0,0,0,0,email,en,system_prompt_leak
308,20,14.15,137,0.2771,0.0779,0.0909,5,0.0,0,0,1,0,0,1,html_metadata,en,system_prompt_leak
291,40,6.275,14,0.0254,0.0206,0.0309,3,0.0,0,0,1,1,0,0,rag_chunk,fr,system_prompt_leak
187,23,7.174,21,0.3169,0.0,0.1176,7,0.0,0,0,0,2,2,0,tool_output,en,delimiter_injection
331,46,6.196,13,0.0187,0.0,0.0514,3,0.0,0,0,1,0,0,0,web_page,fr,staged_multistep
215,36,4.972,13,0.0237,0.0093,0.0372,3,0.0,0,0,0,0,0,0,product_review,fr,misinformation_seed
240,35,5.857,21,0.122,0.0458,0.125,4,0.0,0,0,0,0,0,0,api_response,en,staged_multistep
256,41,5.195,12,0.1762,0.0078,0.0703,8,0.0,0,0,1,1,3,0,document,en,delimiter_injection
225,34,5.559,14,0.0565,0.0089,0.0444,7,0.0,0,0,1,5,0,0,email,en,role_hijack
142,21,5.762,22,0.069,0.0,0.0352,5,0.0,0,0,0,0,0,0,email,en,refusal_suppression
271,40,5.7,14,0.2407,0.0,0.0443,13,0.0,0,0,0,2,0,0,email,pt,delimiter_injection
239,28,7.143,43,0.0353,0.0,0.1213,4,0.0,0,1,3,0,0,0,code_comment,en,output_manipulation
221,29,6.241,19,0.0183,0.0,0.0724,4,0.0,0,0,3,6,0,0,code_comment,en,role_hijack
173,27,5.0,15,0.0505,0.0058,0.2023,7,0.0,0,0,0,0,0,0,tool_output,en,tool_abuse
304,47,5.426,41,0.0531,0.0197,0.0757,8,0.0,0,0,0,0,0,0,pdf_text,en,misinformation_seed
310,24,11.833,144,0.2609,0.0645,0.0355,7,0.0,0,0,1,0,0,1,email,fr,staged_multistep
243,42,4.738,12,0.1135,0.0206,0.037,8,0.0,0,0,5,0,0,0,pdf_text,en,instruction_override
322,28,10.5,160,0.3011,0.0528,0.0248,3,0.0,0,0,1,0,0,1,product_review,fr,fake_authority
207,33,5.273,13,0.0432,0.0097,0.0483,3,0.0,0,0,0,0,0,0,product_review,en,tool_abuse
230,38,5.0,10,0.0562,0.0087,0.0435,7,0.1043,0,0,0,0,0,0,document,en,misinformation_seed
237,36,5.583,10,0.0259,0.0084,0.0253,3,0.0,0,0,2,0,0,0,product_review,en,role_hijack
235,36,5.528,12,0.1477,0.0,0.0979,7,0.0,0,0,1,1,3,0,chat_log,en,delimiter_injection
221,34,5.5,13,0.0511,0.009,0.0407,3,0.0,0,0,0,5,0,0,product_review,fr,role_hijack
236,33,5.818,19,0.0172,0.0,0.072,4,0.0,0,0,3,0,0,0,code_comment,en,refusal_suppression
291,14,19.857,160,0.3197,0.0515,0.0619,4,0.0,0,0,1,0,0,1,tool_output,en,misinformation_seed
228,34,5.706,10,0.0272,0.0088,0.0351,3,0.0,0,0,1,1,0,0,product_review,en,system_prompt_leak
260,40,5.425,13,0.0714,0.0,0.0269,10,0.0,0,0,4,0,0,0,email,fr,instruction_override
271,44,5.114,10,0.0654,0.0148,0.0258,7,0.0,0,0,1,0,0,0,document,en,refusal_suppression
304,20,14.15,152,0.3237,0.0987,0.0395,8,0.0,0,0,1,0,0,1,calendar_invite,en,conditional_trigger
177,34,4.235,9,0.0632,0.2034,0.0734,4,0.0,0,0,0,0,0,0,code_comment,en,refusal_suppression
247,37,5.676,11,0.1314,0.2308,0.0648,6,0.0,0,0,0,0,2,0,web_page,en,delimiter_injection
259,39,5.564,12,0.0574,0.0,0.0309,10,0.0,0,0,1,4,0,0,email,pt,role_hijack
190,22,7.682,21,0.0093,0.2316,0.0895,4,0.0,0,0,0,0,0,0,tool_output,en,system_prompt_leak
314,40,6.85,17,0.0309,0.0191,0.0287,3,0.0,0,0,0,0,0,0,rag_chunk,fr,conditional_trigger
326,46,6.087,19,0.0669,0.0307,0.0491,3,0.0,0,0,0,0,0,0,rag_chunk,fr,staged_multistep
201,30,5.7,10,0.0385,0.0,0.0746,6,0.0,0,0,1,3,0,0,chat_log,en,role_hijack
250,46,4.391,11,0.0638,0.02,0.036,8,0.0,0,0,1,0,0,0,pdf_text,en,refusal_suppression
188,23,7.217,21,0.0068,0.0,0.0957,4,0.1064,0,0,0,0,0,0,tool_output,en,staged_multistep
313,43,6.279,14,0.0277,0.0192,0.0351,3,0.0,0,0,0,2,0,0,rag_chunk,fr,instruction_override
220,30,6.333,25,0.0279,0.0091,0.0409,3,0.0,0,0,0,0,0,0,product_review,en,conditional_trigger
222,25,7.88,17,0.0803,0.0315,0.2387,4,0.1306,29,0,0,0,0,0,api_response,en,fake_authority
239,37,5.459,11,0.0474,0.0126,0.0377,5,0.0,0,0,0,0,0,0,web_page,en,tool_abuse
322,24,12.333,156,0.3057,0.059,0.0373,7,0.0,0,0,1,0,0,1,email,fr,system_prompt_leak
221,37,4.973,24,0.0523,0.0045,0.0498,3,0.0,0,1,0,0,0,0,web_page,en,tool_abuse
283,47,4.979,13,0.0439,0.0495,0.0495,7,0.0,0,0,0,0,0,0,support_ticket,fr,tool_abuse
392,32,11.25,148,0.2584,0.0587,0.0204,3,0.0,0,0,1,0,0,1,rag_chunk,fr,fake_authority
244,42,4.738,12,0.0794,0.0041,0.0369,10,0.0,0,0,2,1,0,0,email,en,fake_authority
241,31,6.613,18,0.0241,0.0166,0.1452,7,0.0,0,0,1,0,0,0,html_metadata,en,delimiter_injection
317,26,11.192,136,0.2652,0.0631,0.0221,3,0.0,0,0,1,0,0,1,product_review,en,role_hijack
193,24,7.0,22,0.1208,0.0415,0.057,8,0.0,0,0,4,0,0,0,calendar_invite,en,instruction_override
287,42,5.786,14,0.0512,0.0488,0.0453,7,0.0,0,0,0,0,0,0,support_ticket,en,system_prompt_leak
286,29,8.862,120,0.2716,0.0524,0.035,3,0.0,0,0,1,0,0,1,web_page,en,output_manipulation
301,47,5.362,13,0.0541,0.0465,0.0498,7,0.0,0,0,1,0,0,0,support_ticket,en,refusal_suppression
258,46,4.565,13,0.0612,0.0194,0.0349,8,0.0,0,0,0,0,0,0,pdf_text,en,staged_multistep
232,35,5.629,43,0.0444,0.1853,0.0819,3,0.0,0,0,0,0,0,0,product_review,en,output_manipulation
277,44,5.25,43,0.0792,0.0181,0.0866,8,0.0,0,1,0,0,0,0,pdf_text,en,output_manipulation
301,45,5.644,36,0.0536,0.2193,0.0631,7,0.0,0,0,0,0,0,0,support_ticket,fr,conditional_trigger
302,54,4.556,11,0.0614,0.0166,0.043,8,0.0,0,0,0,0,0,0,pdf_text,en,misinformation_seed
287,17,15.882,150,0.3822,0.0767,0.0801,4,0.0,0,0,1,0,0,1,api_response,en,data_exfiltration
215,33,5.515,13,0.018,0.0,0.0698,6,0.0,0,0,0,0,0,0,chat_log,en,refusal_suppression
170,23,6.391,16,0.2045,0.0059,0.0765,5,0.0,0,0,1,1,3,0,support_ticket,en,delimiter_injection
130,16,7.125,16,0.0377,0.0077,0.0462,4,0.0,0,0,0,0,0,0,support_ticket,en,refusal_suppression
266,14,18.0,164,0.3938,0.0789,0.0188,5,0.0,0,0,1,0,0,1,email,en,output_manipulation
259,45,4.711,11,0.0808,0.0193,0.0347,8,0.0,0,0,1,4,0,0,pdf_text,en,role_hijack
223,33,5.758,13,0.0115,0.0,0.0717,6,0.0,0,0,2,1,0,0,chat_log,en,system_prompt_leak
142,18,6.889,22,0.0609,0.0,0.0634,5,0.0,0,0,0,0,0,0,email,en,tool_abuse
250,41,5.049,11,0.0532,0.008,0.068,7,0.0,0,0,1,0,0,0,document,en,staged_multistep
305,43,6.093,16,0.0843,0.0066,0.0361,3,0.0,0,0,1,1,0,0,web_page,pt,fake_authority
239,33,5.909,19,0.0114,0.0,0.0753,4,0.0,0,0,4,0,0,0,code_comment,en,system_prompt_leak
228,33,5.909,11,0.0112,0.0,0.0702,6,0.0,0,0,1,1,0,0,chat_log,en,fake_authority
304,49,5.163,16,0.045,0.0461,0.0526,7,0.0,0,0,0,0,0,0,support_ticket,fr,refusal_suppression
219,36,5.083,10,0.0286,0.0091,0.0274,3,0.0,0,0,0,0,0,0,product_review,en,output_manipulation
217,28,6.786,35,0.0184,0.0,0.1244,6,0.0,0,0,1,1,0,0,html_metadata,en,fake_authority
287,44,5.523,14,0.0262,0.0209,0.0279,3,0.0,0,0,1,0,0,0,rag_chunk,fr,refusal_suppression
231,32,6.062,32,0.0387,0.0173,0.1515,5,0.0,0,1,0,0,0,0,html_metadata,en,data_exfiltration
255,45,4.622,11,0.0622,0.0196,0.0392,8,0.0706,0,0,0,0,0,0,pdf_text,en,misinformation_seed
273,44,5.159,13,0.0455,0.0513,0.0513,7,0.0,0,0,1,1,0,0,support_ticket,fr,system_prompt_leak
199,32,4.875,11,0.0242,0.005,0.1558,7,0.0,0,0,0,0,0,0,tool_output,en,tool_abuse
332,46,6.217,16,0.1407,0.0181,0.0512,4,0.0,0,0,1,2,2,0,rag_chunk,fr,delimiter_injection
171,30,4.733,11,0.0574,0.0351,0.0819,4,0.0,0,0,0,0,0,0,code_comment,en,refusal_suppression
157,20,6.85,26,0.0168,0.051,0.0573,3,0.0,0,0,2,1,0,0,rag_chunk,en,system_prompt_leak
200,26,6.654,22,0.0719,0.04,0.06,8,0.0,0,0,0,6,0,0,calendar_invite,en,role_hijack
240,40,5.0,12,0.1522,0.0083,0.0583,4,0.0,0,0,1,1,3,0,product_review,en,delimiter_injection
228,36,5.333,32,0.0292,0.0,0.0921,6,0.0,0,1,0,0,0,0,chat_log,en,data_exfiltration
224,32,5.844,18,0.0192,0.0179,0.1205,5,0.0,0,0,0,0,0,0,html_metadata,en,tool_abuse
297,45,5.6,12,0.0246,0.0,0.0269,3,0.0,0,0,0,0,0,0,web_page,pt,refusal_suppression
328,52,5.269,38,0.0679,0.0152,0.1463,8,0.0945,31,0,0,0,0,0,pdf_text,en,data_exfiltration
349,39,7.949,40,0.0361,0.0201,0.0745,3,0.0,0,1,1,0,0,0,rag_chunk,fr,data_exfiltration
186,19,8.842,21,0.0076,0.0,0.1882,4,0.1022,19,0,0,0,0,0,tool_output,en,instruction_override
282,43,5.558,14,0.0267,0.0213,0.0284,3,0.0,0,0,0,0,0,0,rag_chunk,fr,refusal_suppression
247,34,6.206,14,0.0393,0.0081,0.1255,7,0.0891,22,0,0,0,0,0,email,en,conditional_trigger
214,28,6.464,18,0.0201,0.0187,0.1308,5,0.0,0,0,0,0,0,0,html_metadata,en,misinformation_seed
271,43,5.256,27,0.0777,0.0185,0.0554,8,0.0,0,1,1,0,0,0,pdf_text,en,data_exfiltration
169,33,4.152,13,0.0696,0.0355,0.0947,4,0.0,0,0,0,0,0,0,code_comment,en,tool_abuse
311,40,6.775,41,0.0295,0.0225,0.0868,5,0.0,0,0,1,0,0,0,rag_chunk,en,delimiter_injection
291,26,10.231,148,0.3496,0.0893,0.0481,4,0.0,0,0,1,0,0,1,code_comment,en,data_exfiltration
223,33,5.758,10,0.0331,0.009,0.0314,3,0.0942,0,0,0,1,0,0,product_review,en,role_hijack
186,27,5.852,22,0.0725,0.043,0.0645,8,0.0,0,0,0,0,0,0,calendar_invite,en,misinformation_seed
234,36,5.444,32,0.0452,0.0085,0.0726,7,0.0,0,1,0,0,0,0,email,en,data_exfiltration
334,21,14.667,169,0.3294,0.0808,0.0868,5,0.0,0,0,1,0,0,1,html_metadata,en,misinformation_seed
386,36,9.667,160,0.299,0.0803,0.0389,7,0.0,0,0,1,0,0,1,support_ticket,fr,delimiter_injection
227,37,5.135,13,0.0221,0.0088,0.0308,3,0.1233,0,0,2,0,0,0,product_review,fr,role_hijack
212,34,5.235,13,0.0122,0.0,0.066,6,0.0991,0,0,0,0,0,0,chat_log,en,staged_multistep
253,18,13.111,108,0.3096,0.0514,0.1028,6,0.0,0,0,1,0,0,1,html_metadata,en,instruction_override
213,29,6.345,16,0.0714,0.0329,0.108,4,0.0,0,0,0,0,0,0,api_response,en,misinformation_seed
196,23,7.565,21,0.1133,0.0102,0.1071,4,0.0,0,0,1,1,0,0,tool_output,en,fake_authority
195,23,7.478,16,0.029,0.0051,0.1641,4,0.1231,24,0,0,0,0,0,support_ticket,en,instruction_override
227,32,6.031,36,0.0588,0.0088,0.0925,7,0.0,0,1,0,0,0,0,document,en,output_manipulation
191,37,4.189,10,0.073,0.0314,0.0628,4,0.0,0,0,2,4,0,0,code_comment,en,role_hijack
158,20,6.9,26,0.0244,0.2975,0.0506,3,0.0,0,0,1,0,0,0,rag_chunk,en,refusal_suppression
260,44,4.909,13,0.0296,0.0077,0.0423,3,0.0,0,0,0,0,0,0,product_review,fr,misinformation_seed
304,51,4.961,12,0.0285,0.0,0.023,3,0.0,0,0,0,0,0,0,web_page,en,staged_multistep
135,17,6.941,16,0.1532,0.0074,0.037,4,0.0,0,0,0,0,1,0,support_ticket,en,instruction_override
240,31,6.581,18,0.1646,0.0167,0.15,6,0.0,0,0,1,1,3,0,html_metadata,en,delimiter_injection
208,28,6.464,35,0.026,0.0,0.1298,6,0.0,0,0,0,0,0,0,html_metadata,en,refusal_suppression
348,56,5.179,14,0.0325,0.0115,0.0259,7,0.0,0,0,2,2,0,0,document,fr,system_prompt_leak
220,31,6.097,14,0.0893,0.0091,0.0864,6,0.0,0,0,1,2,0,0,chat_log,en,fake_authority
203,38,4.368,10,0.0714,0.266,0.069,4,0.0,0,0,0,0,0,0,code_comment,en,misinformation_seed
265,45,4.844,19,0.1082,0.0226,0.0679,7,0.0,0,0,0,0,0,0,document,en,staged_multistep
211,37,4.73,12,0.2027,0.0284,0.0995,5,0.0,0,0,1,1,3,0,code_comment,en,delimiter_injection
314,47,5.638,37,0.0553,0.0191,0.0764,8,0.0,0,0,3,0,0,0,pdf_text,en,instruction_override
299,45,5.6,32,0.073,0.0134,0.0502,7,0.0,0,1,1,0,0,0,document,en,data_exfiltration
236,33,6.091,14,0.2717,0.0085,0.0636,10,0.0,0,0,0,2,0,0,email,fr,delimiter_injection
230,27,7.481,22,0.0625,0.0348,0.1478,8,0.087,20,0,0,0,0,0,calendar_invite,en,fake_authority
181,25,6.24,16,0.0794,0.0387,0.1271,4,0.0,0,0,3,0,0,0,api_response,en,instruction_override
159,22,6.227,16,0.062,0.0063,0.0377,4,0.0,0,0,1,5,0,0,support_ticket,en,role_hijack
210,27,6.741,22,0.0625,0.0381,0.0667,8,0.0,0,0,1,1,0,0,calendar_invite,en,fake_authority
290,48,5.0,13,0.0628,0.0172,0.0414,8,0.0,0,0,0,0,0,0,pdf_text,en,conditional_trigger
247,38,5.5,10,0.0469,0.0121,0.0567,5,0.0,0,0,2,0,0,0,web_page,en,role_hijack
245,25,8.76,45,0.0617,0.0327,0.2,8,0.102,25,1,0,0,0,0,calendar_invite,en,output_manipulation
213,29,6.172,18,0.0204,0.0188,0.1315,5,0.0,0,0,0,0,0,0,html_metadata,en,tool_abuse
331,48,5.833,21,0.0332,0.0,0.1178,10,0.0846,28,0,0,0,0,0,email,fr,refusal_suppression
216,33,5.545,12,0.0482,0.0,0.0787,6,0.0,0,0,1,1,0,0,chat_log,en,fake_authority
138,17,7.118,16,0.0263,0.0072,0.0362,4,0.0,0,0,0,0,0,0,support_ticket,en,conditional_trigger
274,45,5.044,13,0.1262,0.0255,0.0511,8,0.0,0,0,1,3,0,0,pdf_text,en,fake_authority
272,45,5.044,19,0.0732,0.0221,0.0588,3,0.0,0,0,0,0,0,0,product_review,fr,staged_multistep
234,27,7.481,18,0.0267,0.0171,0.2051,5,0.0855,20,0,0,1,0,0,html_metadata,en,role_hijack
205,25,7.24,35,0.0327,0.0,0.1366,6,0.0,0,0,0,0,0,0,html_metadata,en,fake_authority
217,31,5.968,32,0.0823,0.0369,0.0876,8,0.0,0,1,0,0,0,0,calendar_invite,en,data_exfiltration
384,54,6.074,37,0.0331,0.013,0.0547,7,0.0,0,0,3,0,0,0,document,fr,instruction_override
235,34,5.853,14,0.027,0.0085,0.0511,7,0.0,0,0,1,0,0,0,email,fr,system_prompt_leak
268,45,4.911,24,0.0591,0.0187,0.0485,8,0.0,0,1,0,0,0,0,pdf_text,en,tool_abuse
229,37,5.189,10,0.0226,0.0,0.0655,6,0.083,0,0,0,0,0,0,chat_log,en,misinformation_seed
198,25,6.96,35,0.0204,0.0,0.1364,6,0.0,0,0,1,1,0,0,html_metadata,en,system_prompt_leak
207,28,6.357,22,0.0955,0.0386,0.0628,8,0.0,0,0,1,4,0,0,calendar_invite,en,role_hijack
291,47,5.191,13,0.0211,0.0,0.0241,3,0.0,0,0,1,0,0,0,web_page,en,instruction_override
208,26,7.038,35,0.0192,0.0,0.1298,6,0.0,0,0,1,0,0,0,html_metadata,en,staged_multistep
233,29,6.862,18,0.1856,0.0172,0.1202,5,0.0987,0,0,0,0,0,0,html_metadata,en,fake_authority
184,26,6.038,22,0.0896,0.0435,0.0815,8,0.0,0,0,0,0,0,0,calendar_invite,en,tool_abuse
301,41,6.341,14,0.0245,0.0199,0.0299,3,0.0,0,0,1,0,0,0,rag_chunk,fr,staged_multistep
307,50,5.14,12,0.0202,0.0,0.0326,3,0.0,0,0,1,1,0,0,web_page,en,fake_authority
218,35,5.229,13,0.0233,0.0092,0.0413,3,0.0,0,0,1,1,0,0,product_review,fr,system_prompt_leak
261,41,5.317,13,0.0855,0.2031,0.046,7,0.0,0,0,0,0,0,0,support_ticket,fr,instruction_override
273,43,5.302,13,0.0547,0.0513,0.044,7,0.0,0,0,0,0,0,0,support_ticket,en,output_manipulation
380,52,6.269,43,0.0467,0.0132,0.0553,7,0.0,0,0,0,5,0,0,document,fr,role_hijack
212,31,5.484,32,0.0465,0.0047,0.1887,7,0.0,0,1,0,0,0,0,tool_output,en,data_exfiltration
260,41,5.293,13,0.0595,0.0538,0.0654,7,0.0,0,0,0,0,0,0,support_ticket,fr,tool_abuse
281,43,5.535,12,0.0216,0.0,0.0249,3,0.0,0,0,0,0,0,0,web_page,pt,tool_abuse
356,30,10.8,168,0.2901,0.0534,0.0337,7,0.0,0,0,1,0,0,1,document,en,data_exfiltration
150,20,6.5,22,0.0814,0.26,0.0333,5,0.0,0,0,0,0,0,0,email,en,output_manipulation
284,42,5.714,27,0.0628,0.0493,0.0634,7,0.0,0,1,1,0,0,0,support_ticket,fr,data_exfiltration
229,40,4.725,10,0.0278,0.0087,0.0306,3,0.0,0,0,0,0,0,0,product_review,en,refusal_suppression
318,40,6.9,48,0.0605,0.044,0.1447,7,0.0692,22,0,0,0,0,0,support_ticket,pt,output_manipulation
344,52,5.577,14,0.0842,0.0174,0.032,7,0.0,0,0,1,3,0,0,document,fr,fake_authority
151,21,6.19,16,0.0676,0.3245,0.0397,4,0.0,0,0,0,0,0,0,support_ticket,en,role_hijack
183,22,7.364,21,0.0139,0.0,0.0929,4,0.0,0,0,0,5,0,0,tool_output,en,role_hijack
214,29,6.345,22,0.0606,0.0374,0.0514,8,0.0,0,0,2,0,0,0,calendar_invite,en,role_hijack
200,27,6.333,14,0.0813,0.01,0.045,7,0.0,0,0,4,0,0,0,email,fr,instruction_override
274,46,4.891,13,0.0505,0.0,0.0255,10,0.0,0,0,1,4,0,0,email,fr,role_hijack
224,35,5.4,13,0.0405,0.0,0.0714,6,0.0,0,0,1,5,0,0,chat_log,en,role_hijack
236,34,5.941,24,0.0263,0.0085,0.0424,3,0.0,0,1,0,0,0,0,product_review,en,tool_abuse
285,35,7.143,40,0.0402,0.014,0.0772,5,0.0,0,0,2,1,0,0,web_page,en,system_prompt_leak
303,50,5.06,13,0.0245,0.0,0.0264,3,0.0,0,0,0,0,0,0,web_page,en,refusal_suppression
279,45,5.133,13,0.0359,0.0,0.0287,10,0.0896,0,0,0,2,0,0,email,fr,role_hijack
212,27,6.815,22,0.061,0.0377,0.0566,8,0.0,0,0,1,1,0,0,calendar_invite,en,system_prompt_leak
255,43,4.86,27,0.066,0.0039,0.0431,10,0.0,0,1,2,0,0,0,email,en,data_exfiltration
173,25,5.92,16,0.1011,0.2139,0.1272,4,0.0,0,0,0,0,0,0,api_response,en,refusal_suppression
170,16,9.688,36,0.0079,0.0,0.1647,4,0.0,0,1,0,0,0,0,tool_output,en,output_manipulation
177,34,4.235,9,0.072,0.0339,0.0734,4,0.0,0,0,0,0,0,0,code_comment,en,refusal_suppression
144,20,6.2,26,0.0467,0.0556,0.0556,3,0.1181,0,0,1,0,0,0,rag_chunk,en,refusal_suppression
189,28,5.357,10,0.0345,0.0053,0.1746,7,0.0,0,0,3,0,0,0,tool_output,en,instruction_override
220,29,6.517,19,0.0312,0.0091,0.1227,7,0.0864,19,0,0,0,0,0,email,en,system_prompt_leak
280,46,5.043,13,0.049,0.05,0.0464,7,0.0,0,0,0,4,0,0,support_ticket,fr,role_hijack
197,30,5.567,12,0.0719,0.0,0.0711,6,0.0,0,0,5,0,0,0,chat_log,en,instruction_override
191,30,5.367,12,0.0138,0.0,0.0838,6,0.0,0,0,0,0,0,0,chat_log,en,system_prompt_leak
352,57,5.14,14,0.0391,0.0114,0.0227,7,0.0,0,0,0,0,0,0,document,fr,misinformation_seed
277,44,5.25,13,0.067,0.0181,0.1155,8,0.0794,22,0,0,1,0,0,pdf_text,en,role_hijack
229,39,4.795,9,0.0726,0.0044,0.0306,10,0.0,0,0,2,3,0,0,email,en,role_hijack
303,42,6.167,17,0.0645,0.0132,0.0231,7,0.0,0,0,1,0,0,0,document,en,conditional_trigger
332,46,6.174,50,0.0658,0.0181,0.1054,8,0.0,0,1,0,0,0,0,pdf_text,en,output_manipulation
220,27,6.741,15,0.064,0.0045,0.2545,7,0.1045,23,0,0,0,0,0,tool_output,en,role_hijack
202,25,6.88,18,0.078,0.0198,0.1337,5,0.0,0,0,3,0,0,0,html_metadata,en,instruction_override
295,49,4.959,13,0.03,0.0,0.0339,10,0.0,0,0,1,1,0,0,email,fr,fake_authority
284,43,5.558,12,0.0429,0.0493,0.0493,7,0.0,0,0,1,0,0,0,support_ticket,pt,system_prompt_leak
225,30,6.5,12,0.0385,0.0,0.1733,6,0.1067,24,0,1,3,0,0,chat_log,en,role_hijack
326,45,6.244,14,0.1161,0.1319,0.0429,6,0.0,0,0,0,0,0,0,web_page,fr,delimiter_injection
242,38,5.316,13,0.0638,0.0083,0.0496,7,0.0,0,0,0,0,0,0,document,en,fake_authority
272,40,5.8,11,0.0306,0.0074,0.125,3,0.0919,25,0,0,0,0,0,product_review,en,refusal_suppression
292,43,5.744,13,0.0594,0.0479,0.0445,7,0.0,0,0,0,0,0,0,support_ticket,en,conditional_trigger
243,44,4.477,10,0.071,0.0165,0.0412,7,0.0,0,0,0,0,1,0,document,en,data_exfiltration
430,34,11.588,204,0.3145,0.0953,0.0349,7,0.0,0,0,1,0,0,1,support_ticket,en,staged_multistep
212,27,6.444,19,0.0127,0.0,0.0708,4,0.0,0,0,3,1,0,0,code_comment,en,system_prompt_leak
248,42,4.905,13,0.0259,0.0081,0.0444,3,0.0,0,0,0,0,0,0,product_review,fr,refusal_suppression
301,45,5.644,36,0.0409,0.0465,0.0631,7,0.0,0,1,0,0,0,0,support_ticket,fr,conditional_trigger
258,36,6.167,18,0.011,0.0,0.155,6,0.093,24,0,0,0,0,0,chat_log,en,conditional_trigger
192,23,7.348,16,0.1642,0.0469,0.1354,4,0.0,0,0,1,2,0,0,api_response,en,fake_authority
201,23,7.739,37,0.0657,0.0348,0.1692,4,0.0,0,1,0,0,0,0,api_response,en,output_manipulation
202,27,6.481,16,0.0621,0.0347,0.1139,4,0.0,0,0,2,1,0,0,api_response,en,system_prompt_leak
173,25,5.92,16,0.1008,0.0405,0.1272,4,0.0,0,0,0,0,0,0,api_response,en,refusal_suppression
220,37,4.946,13,0.0286,0.0091,0.0273,3,0.0,0,0,0,0,0,0,product_review,en,refusal_suppression
249,40,5.225,16,0.0255,0.008,0.0442,3,0.0,0,0,0,0,0,0,product_review,fr,refusal_suppression
216,28,6.714,16,0.0701,0.0324,0.1111,4,0.1157,0,0,0,0,0,0,api_response,en,conditional_trigger
194,24,7.125,21,0.0093,0.2268,0.0928,4,0.0,0,0,0,0,0,0,tool_output,en,system_prompt_leak
167,21,6.952,16,0.0862,0.0419,0.1377,4,0.0,0,0,0,0,0,0,api_response,en,refusal_suppression
242,12,19.167,140,0.2886,0.0868,0.0289,4,0.0,0,0,1,0,0,1,support_ticket,en,staged_multistep
155,19,7.158,36,0.0244,0.0065,0.071,4,0.0,0,1,0,0,0,0,support_ticket,en,conditional_trigger
179,22,7.182,21,0.0143,0.0,0.095,4,0.0,0,0,0,0,0,0,tool_output,en,refusal_suppression
228,35,5.514,14,0.2717,0.0,0.0877,9,0.0,0,0,0,2,0,0,chat_log,en,delimiter_injection
309,44,6.023,13,0.0195,0.0,0.0291,3,0.0,0,0,0,0,0,0,web_page,fr,misinformation_seed
216,33,5.545,22,0.1667,0.0,0.0972,6,0.1528,0,0,0,0,4,0,email,en,delimiter_injection
226,37,5.108,13,0.0335,0.0088,0.0354,3,0.0973,0,0,0,0,0,0,product_review,en,fake_authority
247,35,6.057,13,0.0337,0.0081,0.1296,3,0.0891,22,0,0,0,0,0,product_review,fr,fake_authority
216,29,6.276,18,0.02,0.0185,0.1296,5,0.0,0,0,0,0,0,0,html_metadata,en,misinformation_seed
244,31,6.516,19,0.1006,0.0082,0.082,4,0.1516,0,0,3,0,0,0,code_comment,en,fake_authority
185,23,7.087,21,0.0139,0.0,0.0973,4,0.0,0,0,3,0,0,0,tool_output,en,instruction_override
207,29,5.759,27,0.0538,0.0048,0.1739,7,0.0,0,1,1,0,0,0,tool_output,en,data_exfiltration
305,52,4.865,13,0.0255,0.0,0.059,3,0.0,0,0,0,0,0,0,web_page,en,tool_abuse
219,27,7.074,22,0.1455,0.0457,0.0731,8,0.0,0,0,1,3,0,0,calendar_invite,en,fake_authority
313,26,11.038,152,0.3135,0.0639,0.0479,6,0.0,0,0,1,0,0,1,chat_log,en,fake_authority
311,42,6.357,19,0.0526,0.045,0.1383,7,0.0997,31,0,0,0,0,0,support_ticket,en,staged_multistep
222,39,4.692,10,0.0301,0.009,0.0676,6,0.0,0,0,0,0,1,0,chat_log,en,data_exfiltration
287,46,5.196,14,0.2621,0.0488,0.0627,10,0.0,0,0,0,2,0,0,support_ticket,fr,delimiter_injection
248,37,5.703,16,0.0249,0.0081,0.0323,3,0.121,0,0,0,0,0,0,product_review,en,conditional_trigger
211,23,8.217,43,0.0467,0.0,0.1848,6,0.0,0,1,0,0,0,0,html_metadata,en,output_manipulation
255,40,5.375,20,0.0244,0.0078,0.0314,3,0.0,0,0,0,0,0,0,product_review,en,data_exfiltration
