text_length,word_count,avg_word_length,max_token_length,uppercase_ratio,digit_ratio,punct_ratio,line_count,non_ascii_ratio,zero_width_count,url_count,trigger_keyword_count,role_keyword_count,delimiter_marker_count,has_base64_blob,carrier,language,label
105,19,4.579,10,0.0471,0.0,0.019,2,0.0,0,0,2,0,0,0,chat_log,en,benign
75,12,5.25,10,0.0328,0.0,0.0267,3,0.0,0,0,1,0,0,0,email,en,benign
93,14,5.643,13,0.026,0.0,0.0215,3,0.0,0,0,0,0,0,0,document,pt,benign
153,26,4.923,11,0.0325,0.0,0.0327,2,0.0,0,0,3,1,0,0,chat_log,en,benign
210,29,6.241,36,0.025,0.0095,0.0905,3,0.0,0,1,0,0,0,0,product_review,fr,injection
155,18,7.556,22,0.0855,0.0516,0.071,8,0.0,0,0,0,0,0,0,calendar_invite,en,benign
309,44,6.023,14,0.0241,0.0194,0.0324,3,0.0,0,0,2,2,0,0,rag_chunk,fr,injection
284,45,5.267,14,0.0398,0.0141,0.0246,7,0.0,0,0,0,0,0,0,document,fr,benign
282,48,4.833,11,0.0619,0.0177,0.0603,10,0.0,0,0,1,0,0,0,pdf_text,en,injection
236,36,5.556,13,0.0529,0.0127,0.0339,5,0.0,0,0,0,4,0,0,web_page,en,injection
84,13,5.462,9,0.0286,0.0,0.0119,3,0.0,0,0,1,0,0,0,document,en,benign
223,30,6.4,22,0.189,0.0359,0.0897,9,0.0,0,0,1,1,2,0,calendar_invite,en,injection
191,31,5.097,11,0.0748,0.0105,0.0471,7,0.0,0,0,0,0,0,0,document,en,benign
204,32,5.375,12,0.018,0.0,0.0245,3,0.0,0,0,6,1,0,0,web_page,fr,benign
297,54,4.463,11,0.0642,0.0168,0.0606,8,0.0,0,0,0,0,0,0,pdf_text,en,injection
96,15,5.4,9,0.0253,0.0,0.0208,3,0.0,0,0,0,0,0,0,document,en,benign
196,21,8.381,35,0.0221,0.0,0.1888,8,0.0,0,0,3,1,6,0,html_metadata,en,injection
300,40,6.5,13,0.0516,0.0,0.0267,3,0.0667,0,0,0,0,0,0,web_page,fr,injection
377,48,6.854,39,0.0164,0.0027,0.0637,3,0.0,0,0,2,2,0,0,web_page,fr,injection
162,22,6.318,22,0.0833,0.0494,0.0679,8,0.0,0,0,0,0,1,0,calendar_invite,en,benign
184,28,5.571,12,0.0196,0.0,0.0163,3,0.0,0,0,6,1,0,0,web_page,en,benign
102,14,6.286,12,0.0488,0.0294,0.0294,3,0.0,0,0,2,0,0,0,document,en,benign
155,19,7.211,35,0.0268,0.0,0.1613,6,0.0,0,0,0,0,0,0,html_metadata,en,benign
102,16,5.375,10,0.0723,0.0,0.0294,3,0.0,0,0,1,0,0,0,web_page,en,benign
240,42,4.667,11,0.1154,0.0208,0.0375,8,0.0,0,0,3,0,0,0,pdf_text,en,injection
183,18,9.167,41,0.0236,0.0055,0.1967,4,0.1038,19,0,0,0,0,0,support_ticket,en,injection
203,30,5.767,11,0.0127,0.0,0.0739,6,0.0,0,0,0,0,0,0,chat_log,en,injection
314,46,5.826,14,0.0238,0.0191,0.0318,3,0.0,0,0,1,1,0,0,rag_chunk,fr,injection
214,36,4.944,17,0.0471,0.0093,0.028,3,0.0,0,0,0,0,0,0,product_review,en,injection
186,22,7.5,24,0.0069,0.0,0.1075,4,0.0,0,1,0,0,0,0,tool_output,en,injection
249,42,4.881,12,0.1152,0.0201,0.0361,8,0.0,0,0,4,0,0,0,pdf_text,en,injection
139,26,4.346,9,0.0183,0.0144,0.0144,3,0.0,0,0,1,1,0,0,email,en,benign
228,33,5.848,12,0.0539,0.0614,0.0482,7,0.0,0,0,0,0,0,0,support_ticket,pt,benign
93,14,5.714,10,0.0256,0.0,0.0215,2,0.0,0,0,0,0,0,0,chat_log,en,benign
355,52,5.788,43,0.0468,0.0113,0.0535,7,0.0,0,1,0,0,0,0,document,fr,injection
314,50,5.24,16,0.1778,0.0446,0.0701,8,0.0,0,0,1,2,2,0,support_ticket,fr,injection
237,39,5.077,32,0.0389,0.0084,0.0675,3,0.0,0,1,0,0,0,0,product_review,fr,injection
229,33,5.879,14,0.033,0.0087,0.0437,7,0.0,0,0,0,4,0,0,email,fr,injection
309,47,5.574,13,0.0276,0.0,0.0259,3,0.0,0,0,0,0,0,0,web_page,pt,injection
94,13,6.231,12,0.0571,0.0426,0.0745,3,0.0,0,0,1,0,0,0,rag_chunk,en,benign
265,42,5.31,13,0.0288,0.0226,0.034,3,0.0,0,0,1,1,0,0,rag_chunk,en,injection
223,35,5.371,10,0.0115,0.0,0.0628,6,0.0,0,0,2,0,0,0,chat_log,en,injection
324,29,10.172,152,0.2584,0.0648,0.0216,3,0.0,0,0,1,0,0,1,product_review,en,injection
303,51,4.902,13,0.0457,0.0462,0.0528,7,0.0891,0,0,0,0,0,0,support_ticket,fr,injection
342,53,5.415,14,0.0522,0.0117,0.0439,7,0.0,0,0,0,5,0,0,document,fr,injection
229,33,5.939,13,0.0447,0.0262,0.048,3,0.0,0,0,0,0,0,0,rag_chunk,en,injection
294,24,11.167,128,0.2958,0.0544,0.0408,7,0.0,0,0,1,0,0,1,email,fr,injection
225,31,6.258,27,0.0345,0.0,0.0889,6,0.0,0,1,1,0,0,0,chat_log,en,injection
183,22,7.091,18,0.024,0.0219,0.1475,5,0.0,0,0,0,0,0,0,html_metadata,en,benign
285,41,5.902,14,0.0649,0.014,0.0246,7,0.0,0,0,1,5,0,0,document,en,injection
165,23,6.087,14,0.0385,0.0121,0.0485,7,0.0,0,0,0,0,0,0,email,en,benign
302,46,5.522,43,0.0578,0.0199,0.0762,8,0.0,0,0,1,1,0,0,pdf_text,en,injection
232,37,5.27,14,0.2722,0.0086,0.056,6,0.0,0,0,0,2,0,0,product_review,fr,injection
336,48,6.0,40,0.0338,0.003,0.0625,3,0.0,0,0,1,3,0,0,web_page,en,injection
223,34,5.559,12,0.0333,0.009,0.0314,3,0.0,0,0,1,1,0,0,product_review,en,injection
288,41,6.024,14,0.0258,0.0208,0.0278,3,0.0,0,0,0,0,0,0,rag_chunk,fr,injection
229,39,4.821,12,0.0568,0.0087,0.0437,7,0.0,0,0,0,0,0,0,document,en,injection
341,50,5.78,27,0.0476,0.0117,0.0352,7,0.0,0,1,1,0,0,0,document,fr,injection
210,28,6.464,22,0.0621,0.0381,0.0571,8,0.0,0,0,0,0,0,0,calendar_invite,en,injection
293,27,9.889,156,0.3853,0.0751,0.0478,4,0.0,0,0,1,0,0,1,code_comment,en,injection
88,15,4.867,11,0.0615,0.0455,0.0455,3,0.0,0,0,0,0,0,0,rag_chunk,en,benign
195,23,7.478,19,0.0217,0.0051,0.1641,4,0.1333,26,0,0,0,0,0,support_ticket,en,injection
265,45,4.844,11,0.0542,0.0075,0.0491,7,0.0,0,0,0,0,0,0,document,en,injection
89,16,4.562,7,0.1268,0.0,0.0225,3,0.0,0,0,0,0,0,0,web_page,en,benign
258,36,6.167,14,0.0287,0.0233,0.0271,3,0.0,0,0,0,0,0,0,rag_chunk,fr,benign
211,28,6.571,35,0.0192,0.0,0.1327,6,0.0,0,0,1,0,0,0,html_metadata,en,injection
179,21,7.524,16,0.0238,0.0056,0.1676,4,0.1397,25,0,0,0,0,0,support_ticket,en,injection
255,38,5.711,37,0.0518,0.0078,0.0863,3,0.0,0,0,3,0,0,0,web_page,en,injection
156,21,6.429,22,0.0462,0.0,0.0321,5,0.0,0,0,0,0,0,0,email,en,injection
207,24,7.583,22,0.1379,0.0386,0.1401,8,0.087,18,0,1,0,0,0,calendar_invite,en,injection
213,28,6.643,21,0.0769,0.0188,0.1174,4,0.0,0,0,0,0,0,0,tool_output,en,injection
302,50,5.04,12,0.0206,0.0,0.0298,3,0.0,0,0,1,1,0,0,web_page,en,injection
318,41,6.756,14,0.0687,0.0063,0.0409,3,0.0,0,0,1,2,0,0,web_page,fr,injection
171,29,4.931,28,0.1134,0.1988,0.0702,4,0.0,0,0,0,0,0,1,code_comment,en,injection
244,40,5.1,19,0.0734,0.0164,0.0943,6,0.0,0,0,0,0,0,0,chat_log,en,injection
189,27,5.926,14,0.0336,0.0106,0.0476,7,0.0,0,0,0,0,0,0,email,fr,benign
249,30,7.267,22,0.0794,0.3173,0.0522,8,0.0,0,0,0,0,0,0,calendar_invite,en,injection
343,48,6.146,16,0.0212,0.0,0.035,3,0.0,0,0,0,0,0,0,web_page,fr,injection
341,53,5.396,10,0.139,0.0117,0.0674,8,0.0,0,0,2,0,5,0,document,en,injection
297,37,7.027,15,0.0611,0.0202,0.0842,3,0.0606,18,0,0,0,0,0,rag_chunk,fr,injection
312,48,5.458,19,0.0991,0.0577,0.0673,7,0.0,0,0,0,0,0,0,support_ticket,en,injection
154,18,7.611,35,0.0357,0.0,0.1623,6,0.0,0,0,0,0,0,0,html_metadata,en,benign
105,13,7.077,16,0.0465,0.0095,0.0381,4,0.0,0,0,0,0,0,0,support_ticket,en,benign
124,21,4.905,12,0.02,0.0,0.0242,3,0.0,0,0,4,0,0,0,email,en,benign
228,36,5.333,13,0.0221,0.0088,0.0395,3,0.0,0,0,1,0,0,0,product_review,fr,injection
337,37,8.054,124,0.2804,0.0475,0.0326,8,0.0,0,0,1,0,0,1,pdf_text,en,injection
141,18,6.833,22,0.161,0.0,0.0355,5,0.0,0,0,0,0,1,0,email,en,injection
225,35,5.343,12,0.0387,0.0,0.0267,10,0.0,0,0,0,0,0,0,email,pt,benign
148,20,6.4,16,0.09,0.0473,0.1419,4,0.0,0,0,1,0,0,0,api_response,en,benign
236,39,5.051,13,0.0216,0.0085,0.0424,3,0.0,0,0,2,2,0,0,product_review,fr,injection
130,21,5.19,18,0.0189,0.0,0.0231,3,0.0,0,0,0,2,0,0,document,en,benign
248,38,5.526,13,0.0303,0.0081,0.0403,3,0.0,0,0,0,0,0,0,product_review,fr,injection
113,17,5.647,16,0.0333,0.0088,0.0354,4,0.0,0,0,0,0,0,0,support_ticket,en,benign
232,32,6.188,13,0.0643,0.0603,0.0517,7,0.0,0,0,0,0,0,0,support_ticket,en,benign
254,39,5.436,12,0.039,0.0,0.0276,10,0.0,0,0,0,1,0,0,email,pt,injection
98,15,5.533,14,0.038,0.0,0.0408,3,0.0,0,0,0,3,0,0,web_page,en,benign
163,28,4.821,12,0.0709,0.0061,0.0429,3,0.0,0,0,0,0,0,0,web_page,en,benign
104,15,5.933,12,0.061,0.0288,0.0385,3,0.0,0,0,2,0,0,0,web_page,en,benign
97,17,4.706,11,0.0513,0.0,0.0206,3,0.0,0,0,1,0,0,0,email,pt,benign
140,17,7.235,26,0.1028,0.0571,0.05,3,0.0,0,0,6,0,0,0,rag_chunk,en,injection
255,45,4.622,11,0.0677,0.0196,0.0431,8,0.0,0,0,3,0,0,0,pdf_text,en,injection
245,42,4.786,13,0.0517,0.0571,0.049,7,0.0,0,0,0,0,0,0,support_ticket,fr,benign
102,16,5.375,10,0.0723,0.0,0.0294,3,0.0,0,0,1,0,0,0,web_page,en,benign
146,19,6.684,16,0.0918,0.0479,0.1507,4,0.0,0,0,0,0,0,0,api_response,en,benign
183,27,5.778,12,0.0142,0.0,0.082,6,0.0,0,0,0,0,0,0,chat_log,en,benign
95,15,5.333,10,0.0385,0.0,0.0211,3,0.0,0,0,0,0,0,0,web_page,en,benign
285,46,5.13,13,0.031,0.0,0.0351,10,0.0,0,0,1,0,0,0,email,fr,injection
396,37,9.649,176,0.301,0.0884,0.0303,7,0.0,0,0,1,0,0,1,support_ticket,fr,injection
284,41,5.878,27,0.0619,0.0493,0.0563,7,0.0,0,1,1,0,0,0,support_ticket,pt,injection
206,30,5.867,12,0.0366,0.0291,0.0291,3,0.0,0,0,0,0,0,0,rag_chunk,en,benign
199,34,4.853,14,0.0573,0.005,0.0352,3,0.0,0,0,0,1,0,0,web_page,en,injection
204,35,4.857,12,0.2252,0.0294,0.0637,4,0.0,0,0,2,1,0,0,code_comment,en,injection
93,16,4.812,9,0.058,0.043,0.043,3,0.0,0,0,0,0,0,0,rag_chunk,en,benign
113,18,5.278,13,0.037,0.0796,0.0354,3,0.0,0,0,0,0,0,0,support_ticket,en,benign
286,45,5.289,14,0.2311,0.0,0.0455,13,0.0699,0,0,0,0,0,0,email,fr,injection
178,31,4.742,8,0.0286,0.0112,0.0281,3,0.0,0,0,0,0,0,0,product_review,en,benign
206,36,4.639,10,0.0563,0.0049,0.0291,10,0.0,0,0,1,0,0,0,email,en,benign
209,32,5.469,14,0.0373,0.0096,0.0574,7,0.0,0,0,0,0,0,0,email,en,injection
152,19,7.053,35,0.0275,0.0,0.1645,6,0.0,0,0,0,0,0,0,html_metadata,en,benign
240,40,4.95,13,0.0526,0.0583,0.05,7,0.0,0,0,0,0,0,0,support_ticket,fr,benign
266,40,5.6,10,0.0654,0.015,0.0226,7,0.0,0,0,1,0,0,0,document,en,injection
102,17,5.0,13,0.038,0.0196,0.0392,3,0.0,0,0,2,0,0,0,web_page,en,benign
105,16,5.562,13,0.0357,0.0,0.0476,3,0.0,0,0,1,0,0,0,web_page,en,benign
184,29,5.345,16,0.028,0.0109,0.0543,3,0.0,0,0,0,0,0,0,product_review,fr,benign
178,21,7.476,16,0.0238,0.0056,0.1629,4,0.1348,24,0,0,0,0,0,support_ticket,en,injection
311,49,5.306,14,0.0361,0.0129,0.0225,7,0.0,0,0,0,0,0,0,document,fr,benign
205,27,6.407,18,0.0211,0.0195,0.1317,5,0.0,0,0,0,0,0,0,html_metadata,en,injection
231,28,7.214,22,0.0617,0.0346,0.1385,8,0.0866,20,0,0,0,0,0,calendar_invite,en,injection
106,17,5.294,10,0.0227,0.0,0.0189,2,0.0,0,0,1,0,0,0,chat_log,en,benign
278,29,8.586,112,0.2455,0.0576,0.0324,3,0.0,0,0,1,0,0,1,web_page,en,injection
238,34,6.0,39,0.0221,0.0084,0.0882,3,0.0,0,1,0,0,0,0,product_review,fr,injection
107,20,4.35,9,0.0353,0.0,0.0187,3,0.0,0,0,1,0,0,0,web_page,en,benign
180,25,6.12,14,0.0355,0.0111,0.0556,7,0.0,0,0,0,0,0,0,email,fr,benign
162,22,6.409,35,0.0259,0.0,0.1543,6,0.0,0,0,0,0,0,0,html_metadata,en,benign
95,13,6.308,14,0.0253,0.0,0.0316,3,0.0,0,0,1,1,0,0,document,pt,benign
235,35,5.657,16,0.0269,0.0085,0.0426,7,0.0,0,0,0,0,0,0,email,en,injection
228,41,4.488,9,0.0508,0.0044,0.0263,10,0.0789,0,0,1,0,0,0,email,en,injection
283,45,5.244,13,0.0516,0.2332,0.0495,7,0.0,0,0,0,0,0,0,support_ticket,fr,injection
229,39,4.872,10,0.033,0.0087,0.0262,3,0.1004,0,0,0,0,0,0,product_review,en,injection
214,38,4.579,11,0.075,0.0234,0.0421,8,0.0,0,0,0,0,0,0,pdf_text,en,benign
113,13,7.692,26,0.0357,0.0708,0.0619,3,0.0,0,0,1,0,0,0,rag_chunk,en,benign
136,22,5.227,12,0.0179,0.0,0.0221,2,0.0,0,0,4,0,0,0,chat_log,en,benign
152,20,6.6,26,0.0174,0.0526,0.0526,3,0.0,0,0,1,0,0,0,rag_chunk,en,injection
84,14,5.0,8,0.1159,0.0,0.0119,3,0.0,0,0,0,0,0,0,document,pt,benign
239,38,5.237,16,0.0533,0.0586,0.0628,7,0.0,0,0,0,0,0,0,support_ticket,fr,benign
324,51,5.314,14,0.0709,0.0123,0.0401,7,0.0,0,0,4,0,0,0,document,fr,injection
185,27,5.852,11,0.0676,0.0162,0.0378,5,0.0,0,0,0,0,0,0,web_page,en,benign
231,34,5.471,19,0.0118,0.0,0.0649,4,0.0,0,0,3,0,0,0,code_comment,en,injection
184,26,6.077,26,0.0143,0.0435,0.0489,3,0.0,0,0,1,0,0,0,rag_chunk,en,injection
262,46,4.652,11,0.0859,0.0191,0.042,8,0.0,0,0,1,4,0,0,pdf_text,en,injection
151,28,4.393,9,0.0252,0.0132,0.0132,3,0.0,0,0,1,1,0,0,web_page,en,benign
93,15,5.2,9,0.0395,0.0,0.0215,3,0.0,0,0,0,0,0,0,web_page,en,benign
192,29,5.241,13,0.025,0.0052,0.1615,7,0.0,0,0,0,0,0,0,tool_output,en,injection
107,15,6.133,12,0.0225,0.0,0.028,3,0.0,0,0,3,0,0,0,document,en,benign
98,16,5.125,9,0.038,0.0,0.0306,3,0.0,0,0,0,0,0,0,web_page,en,benign
151,26,4.808,11,0.0331,0.0,0.0265,3,0.0,0,0,3,1,0,0,document,en,benign
244,40,5.05,10,0.0524,0.0082,0.0369,7,0.0,0,0,2,0,0,0,document,en,injection
125,20,5.25,11,0.0333,0.072,0.04,3,0.0,0,0,1,0,0,0,support_ticket,fr,benign
207,33,5.273,12,0.0368,0.0097,0.0435,3,0.0,0,0,0,0,0,0,product_review,en,injection
366,28,12.071,204,0.3311,0.0792,0.0273,3,0.0,0,0,1,0,0,1,product_review,fr,injection
255,45,4.622,12,0.0649,0.0196,0.0706,8,0.0,0,0,0,0,0,0,pdf_text,en,injection
226,36,5.194,13,0.0393,0.0,0.0398,10,0.0,0,0,0,0,0,0,email,fr,benign
169,21,7.048,22,0.1387,0.0118,0.0533,5,0.0,0,0,1,3,0,0,email,en,injection
188,26,6.231,16,0.1061,0.0372,0.1223,4,0.0,0,0,1,4,0,0,api_response,en,injection
117,17,5.882,13,0.0349,0.0769,0.0342,3,0.0,0,0,0,0,0,0,support_ticket,en,benign
327,54,5.019,19,0.0866,0.055,0.0642,7,0.0,0,0,0,0,0,0,support_ticket,fr,injection
266,36,6.389,13,0.0227,0.0,0.0376,3,0.0,0,0,0,0,0,0,web_page,fr,benign
196,33,4.939,13,0.026,0.0102,0.0357,3,0.0,0,0,0,0,0,0,product_review,fr,benign
206,27,6.63,36,0.0131,0.0,0.1262,6,0.0,0,1,0,0,0,0,chat_log,en,injection
235,35,5.657,13,0.0526,0.0596,0.0511,7,0.0,0,0,0,0,0,0,support_ticket,pt,benign
205,32,5.406,13,0.0377,0.0098,0.0585,3,0.0,0,0,0,0,0,0,product_review,fr,injection
167,19,7.842,35,0.0244,0.0,0.1557,6,0.0,0,0,0,0,0,0,html_metadata,en,benign
220,35,5.286,18,0.0581,0.0045,0.1182,5,0.0,0,0,3,1,6,0,web_page,en,injection
177,31,4.742,13,0.0645,0.0339,0.096,4,0.0,0,0,0,0,0,0,code_comment,en,injection
191,25,6.64,16,0.0667,0.0366,0.1257,4,0.0,0,0,1,1,0,0,api_response,en,injection
183,27,5.778,12,0.0272,0.0219,0.0273,3,0.0,0,0,6,1,0,0,rag_chunk,en,benign
148,23,5.435,10,0.0244,0.0,0.0135,3,0.0,0,0,0,1,0,0,web_page,en,benign
221,29,6.586,22,0.0588,0.0362,0.0588,8,0.0,0,0,1,0,0,0,calendar_invite,en,injection
266,36,6.389,13,0.0226,0.0,0.0338,3,0.0,0,0,0,0,0,0,web_page,fr,benign
239,37,5.405,12,0.0517,0.0586,0.046,7,0.0,0,0,0,0,0,0,support_ticket,pt,benign
175,22,6.955,16,0.0726,0.04,0.1257,4,0.0,0,0,0,0,0,0,api_response,en,injection
235,34,5.882,22,0.125,0.0511,0.0851,8,0.0,0,0,0,0,0,0,calendar_invite,en,injection
175,22,7.0,35,0.0236,0.0,0.1543,6,0.0,0,0,0,0,0,0,html_metadata,en,injection
247,35,6.057,14,0.0994,0.0162,0.1093,3,0.0607,15,0,0,3,0,0,product_review,fr,injection
307,41,6.439,43,0.067,0.0456,0.0814,7,0.0,0,1,0,0,0,0,support_ticket,en,injection
228,28,6.964,18,0.0185,0.0175,0.1272,5,0.0,0,0,2,1,0,0,html_metadata,en,injection
218,26,6.962,25,0.0161,0.1743,0.0826,4,0.0,0,0,3,0,0,0,code_comment,en,injection
304,44,5.864,13,0.0538,0.0461,0.0658,9,0.0,0,0,1,0,0,0,support_ticket,en,injection
265,43,5.093,17,0.0521,0.0038,0.0264,10,0.0,0,0,1,0,0,0,email,en,injection
154,28,4.536,10,0.055,0.039,0.0779,4,0.0,0,0,0,0,0,0,code_comment,en,benign
206,29,6.103,25,0.0125,0.0,0.0825,6,0.0,0,0,0,0,0,0,chat_log,en,injection
255,44,4.75,11,0.067,0.0196,0.0392,8,0.0,0,0,0,6,0,0,pdf_text,en,injection
303,51,4.902,13,0.0457,0.0462,0.0528,7,0.0,0,0,0,0,0,0,support_ticket,fr,injection
321,43,6.465,14,0.0299,0.2087,0.0312,3,0.0,0,0,0,0,0,0,rag_chunk,fr,injection
173,22,6.864,16,0.0932,0.0405,0.1503,4,0.0,0,0,0,0,0,0,api_response,en,injection
298,44,5.727,12,0.0491,0.047,0.0436,7,0.0,0,0,0,0,0,0,support_ticket,pt,injection
318,44,6.227,14,0.0309,0.0189,0.0283,3,0.0,0,0,0,0,0,0,rag_chunk,fr,injection
340,53,5.377,14,0.033,0.0118,0.0235,7,0.0,0,0,1,0,0,0,document,fr,injection
326,53,5.094,19,0.072,0.0123,0.0491,10,0.0,0,0,0,0,0,0,email,fr,injection
132,18,6.333,22,0.0463,0.0,0.0455,5,0.0,0,0,0,0,0,0,email,en,injection
160,20,7.05,35,0.0259,0.0,0.1562,6,0.0,0,0,1,0,0,0,html_metadata,en,benign
308,20,14.15,137,0.2771,0.0779,0.0909,5,0.0,0,0,1,0,0,1,html_metadata,en,injection
167,26,5.423,10,0.0157,0.0,0.0838,6,0.0,0,0,0,0,0,0,chat_log,en,benign
291,40,6.275,14,0.0254,0.0206,0.0309,3,0.0,0,0,1,1,0,0,rag_chunk,fr,injection
164,21,6.762,22,0.0813,0.0488,0.0671,8,0.0,0,0,0,0,0,0,calendar_invite,en,benign
204,32,5.312,12,0.0633,0.0098,0.049,7,0.0,0,0,0,0,0,0,document,en,benign
88,15,4.867,9,0.1538,0.0455,0.0455,3,0.0,0,0,0,0,0,0,rag_chunk,en,benign
293,40,6.325,14,0.0205,0.0,0.0307,3,0.0,0,0,0,0,0,0,web_page,fr,benign
187,23,7.174,21,0.3169,0.0,0.1176,7,0.0,0,0,0,2,2,0,tool_output,en,injection
120,20,5.0,11,0.0357,0.075,0.05,3,0.0,0,0,0,0,0,0,support_ticket,fr,benign
331,46,6.196,13,0.0187,0.0,0.0514,3,0.0,0,0,1,0,0,0,web_page,fr,injection
102,16,5.438,13,0.0247,0.0196,0.0392,2,0.0,0,0,2,0,0,0,chat_log,en,benign
215,36,4.972,13,0.0237,0.0093,0.0372,3,0.0,0,0,0,0,0,0,product_review,fr,injection
240,35,5.857,21,0.122,0.0458,0.125,4,0.0,0,0,0,0,0,0,api_response,en,injection
136,24,4.667,11,0.028,0.0,0.0368,3,0.0,0,0,0,1,0,0,web_page,fr,benign
256,41,5.195,12,0.1762,0.0078,0.0703,8,0.0,0,0,1,1,3,0,document,en,injection
143,19,6.526,16,0.0938,0.049,0.1469,4,0.0,0,0,0,0,0,0,api_response,en,benign
225,34,5.559,14,0.0565,0.0089,0.0444,7,0.0,0,0,1,5,0,0,email,en,injection
142,21,5.762,22,0.069,0.0,0.0352,5,0.0,0,0,0,0,0,0,email,en,injection
271,40,5.7,14,0.2407,0.0,0.0443,13,0.0,0,0,0,2,0,0,email,pt,injection
239,28,7.143,43,0.0353,0.0,0.1213,4,0.0,0,1,3,0,0,0,code_comment,en,injection
221,29,6.241,19,0.0183,0.0,0.0724,4,0.0,0,0,3,6,0,0,code_comment,en,injection
173,27,5.0,15,0.0505,0.0058,0.2023,7,0.0,0,0,0,0,0,0,tool_output,en,injection
304,47,5.426,41,0.0531,0.0197,0.0757,8,0.0,0,0,0,0,0,0,pdf_text,en,injection
310,24,11.833,144,0.2609,0.0645,0.0355,7,0.0,0,0,1,0,0,1,email,fr,injection
243,42,4.738,12,0.1135,0.0206,0.037,8,0.0,0,0,5,0,0,0,pdf_text,en,injection
89,16,4.562,11,0.0423,0.0,0.0225,3,0.0,0,0,0,0,0,0,web_page,en,benign
184,27,5.852,12,0.0129,0.0,0.0163,2,0.0,0,0,6,1,0,0,chat_log,en,benign
322,28,10.5,160,0.3011,0.0528,0.0248,3,0.0,0,0,1,0,0,1,product_review,fr,injection
207,33,5.273,13,0.0432,0.0097,0.0483,3,0.0,0,0,0,0,0,0,product_review,en,injection
230,38,5.0,10,0.0562,0.0087,0.0435,7,0.1043,0,0,0,0,0,0,document,en,injection
237,36,5.583,10,0.0259,0.0084,0.0253,3,0.0,0,0,2,0,0,0,product_review,en,injection
92,16,4.75,8,0.0267,0.0,0.0109,3,0.0,0,0,0,0,0,0,document,en,benign
97,15,5.467,9,0.0548,0.0412,0.0515,3,0.0,0,0,0,0,0,0,rag_chunk,en,benign
235,36,5.528,12,0.1477,0.0,0.0979,7,0.0,0,0,1,1,3,0,chat_log,en,injection
107,15,6.133,11,0.0488,0.0374,0.0561,3,0.0,0,0,0,1,0,0,rag_chunk,en,benign
221,34,5.5,13,0.0511,0.009,0.0407,3,0.0,0,0,0,5,0,0,product_review,fr,injection
236,33,5.818,19,0.0172,0.0,0.072,4,0.0,0,0,3,0,0,0,code_comment,en,injection
181,30,5.033,11,0.0226,0.0608,0.0331,3,0.0,0,0,1,2,0,0,support_ticket,fr,benign
291,14,19.857,160,0.3197,0.0515,0.0619,4,0.0,0,0,1,0,0,1,tool_output,en,injection
228,34,5.706,10,0.0272,0.0088,0.0351,3,0.0,0,0,1,1,0,0,product_review,en,injection
133,18,6.389,16,0.027,0.0,0.0301,3,0.0,0,0,2,4,0,0,web_page,fr,benign
170,26,5.538,11,0.0231,0.0,0.0824,6,0.0,0,0,0,0,0,0,chat_log,en,benign
130,17,6.647,16,0.0182,0.0,0.0231,3,0.0,0,0,2,4,0,0,document,fr,benign
260,40,5.425,13,0.0714,0.0,0.0269,10,0.0,0,0,4,0,0,0,email,fr,injection
151,18,7.444,35,0.0275,0.0,0.1656,6,0.0,0,0,0,0,0,0,html_metadata,en,benign
271,44,5.114,10,0.0654,0.0148,0.0258,7,0.0,0,0,1,0,0,0,document,en,injection
304,20,14.15,152,0.3237,0.0987,0.0395,8,0.0,0,0,1,0,0,1,calendar_invite,en,injection
120,20,5.0,11,0.0353,0.075,0.0417,3,0.0,0,0,0,0,0,0,support_ticket,fr,benign
177,34,4.235,9,0.0632,0.2034,0.0734,4,0.0,0,0,0,0,0,0,code_comment,en,injection
154,26,4.923,9,0.0163,0.013,0.0195,3,0.0,0,0,1,2,0,0,document,fr,benign
247,37,5.676,11,0.1314,0.2308,0.0648,6,0.0,0,0,0,0,2,0,web_page,en,injection
259,39,5.564,12,0.0574,0.0,0.0309,10,0.0,0,0,1,4,0,0,email,pt,injection
104,17,5.118,10,0.0244,0.0192,0.0288,3,0.0,0,0,1,0,0,0,product_review,en,benign
190,22,7.682,21,0.0093,0.2316,0.0895,4,0.0,0,0,0,0,0,0,tool_output,en,injection
189,28,5.75,10,0.06,0.0159,0.0423,5,0.0,0,0,0,0,0,0,web_page,en,benign
297,48,5.146,14,0.038,0.0135,0.0202,7,0.0,0,0,0,0,0,0,document,fr,benign
314,40,6.85,17,0.0309,0.0191,0.0287,3,0.0,0,0,0,0,0,0,rag_chunk,fr,injection
105,15,6.067,13,0.0233,0.0,0.0476,2,0.0,0,0,1,0,0,0,chat_log,en,benign
89,15,5.0,10,0.1096,0.0,0.0225,2,0.0,0,0,0,0,0,0,chat_log,en,benign
326,46,6.087,19,0.0669,0.0307,0.0491,3,0.0,0,0,0,0,0,0,rag_chunk,fr,injection
201,30,5.7,10,0.0385,0.0,0.0746,6,0.0,0,0,1,3,0,0,chat_log,en,injection
206,39,4.205,9,0.0573,0.0049,0.0291,10,0.0,0,0,1,0,0,0,email,en,benign
104,17,5.118,9,0.0233,0.0,0.0096,3,0.0,0,0,1,0,0,0,document,en,benign
250,46,4.391,11,0.0638,0.02,0.036,8,0.0,0,0,1,0,0,0,pdf_text,en,injection
